,Unnamed: 0,"Starts, total",  Single-detached,  Multiple,     Semi-detached,     Row,     Apartment,"Starts by intended market, total",  Homeownership - freehold,  Rental,  Homeownership - condominium,  Other (co-op and unknown),"Completions, total",Residential Building Permits4,Residential Building Permits($) (thousands)4,Newly completed and unabsorbed homes1,     Single- and semi-detached,     Row and apartment,Rental vacancy rate (%)2,Rental availability rate (%)2,Vacancy Rate (Standard Spaces) in Seniors' Rental 7,Vacancy Rate of Rented Condominium Apartments ,New Housing Price Index (% change)4,Consumer Price Index (% change)4,Owned accommodation costs (% change)4,Rental accommodation costs (% change)4,  Bachelor,  One-bedroom,  Two-bedroom,  3+ bedroom,"Population on July 1 (thousands)3,5",Labour force participation rate (%)3,Employment (% change)4,Unemployment rate (%)3,"Net migration4,6","Starts by intended market, 1 total",Newly completed and unabsorbed homes2,Rental vacancy rate (%)3,Rental availability rate (%)3,Vacancy Rate (Standard Spaces) in Seniors' Rental 6,New Housing Price Index (% change)5,Consumer Price Index (% change)5,Construction Wage Rate Index (% change)5,Owned accommodation costs (% change)5,Rental accommodation costs (% change)5,Population on July 1 (thousands)4,Labour force participation rate (%)4,Employment (% change)5,Unemployment rate (%)4,Real disposable income (% change)5,Net migration5,Consumer Price Index (%  change)4,Owned accommodation costs (%  change)4,Labour force participation rate (% )3,Employment (%  change)4,Unemployment rate (% )3,Vacancy Rate (Standard Spaces) in Seniors' Rental 8,Teranet - National Bank House Price Index (% change)7, One-bedroom, Two-bedroom,3+ bedroom,Vacancy Rate (Standard Spaces) in Seniors' Rental 9,"New Housing Price Index (% change)4,8","Teranet - National Bank House Price Index (% change)7,8","Consumer Price Index (% change)4,8","Owned accommodation costs (% change)4,8","Rental accommodation costs (% change)4,8","New Housing Price Index (% change)4,7","Consumer Price Index (% change)4,7","Owned accommodation costs (% change)4,7","Rental accommodation costs (% change)4,7"
806,2014,3531,1577,1954,206,447,1301,3531,1793,345,1393,0,2910,3529,690.599,632,372,260,3.4,5,8.6,1.2,2.36259636906243,2.32696897374701,2.12731051077327,1.57158106986123,693,884,1091,1172,298.744,71.9,2.98416565164434,4.1,5848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,2015,2293,1000,1293,92,356,845,2293,1217,288,788,0,2663,2772,527.003,688,341,347,6.5,8.6,9.6,1.5,-0.396825396825407,1.86588921282797,2.56492637215529,2.10194429847609,686,895,1087,1135,305.508,71.4,0.354819633353042,5.8,4489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2016,1909,1092,817,74,219,524,1909,1184,377,348,0,2954,1843,405.19,788,285,503,10.3,13,8.2,3.1,-2.3741767623384,1.19570056604974,1.6341234206954,0.274489620861215,703,909,1100,1223,315.15,70.0999999999999,-0.824985268120198,6.9,7323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,averagerent,averagerent,averagerent,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,state,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,saskatoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1990,1179,515,664,6,40,618,1179,554,613,12,0,1401,1182,71.0819999999999,0,0,0,9.69999999999999,0,0,,0,0,0,0,288,339,390,467,142.396,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1991,1105,636,469,40,26,403,1105,689,384,32,0,937,1138,69.117,0,0,0,9.69999999999999,0,0,,0,0,0,0,313,342,401,475,143.998,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1992,749,437,312,52,17,243,749,505,210,34,0,970,826,52.064,35,25,10,9.3,0,0,,0,0,0,0,318,351,408,487,144.971,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1993,778,412,366,70,46,250,778,522,190,66,0,717,879,62.589,73,38,35,7.6,0,0,,0,0,0,0,283,344,418,494,146.017,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1994,983,434,549,135,79,335,983,643,224,116,0,923,956,64.581,90,36,54,8,0,0,,0,0,0,0,278,347,420,500,147.214,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1995,582,332,250,94,15,141,582,446,135,0,1,660,629,43.854,64,28,36,6.2,0,0,,0,0,0,0,297,355,422,509,148.424,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,1996,797,309,488,182,67,239,797,558,191,48,0,775,795,51.736,39,22,17,6.6,0,0,,0,0,0,0,293,358,426,513,173.349,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1997,756,419,337,168,59,110,756,623,133,0,0,755,909,61.353,35,32,3,7.5,0,0,,0,0,0,0,287,353,426,515,174.709,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1998,590,329,261,112,0,149,590,443,147,0,0,665,783,54.517,40,29,11,7.3,0,0,,0,0,0,0,282,365,433,546,175.728,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,1999,645,305,340,76,14,250,645,401,244,0,0,534,780,54.86,13,10,3,7.6,0,0,,0,0,0,0,293,360,434,528,176.326,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,2000,515,283,232,42,0,190,515,342,173,0,0,614,581,52.974,10,10,0,4.7,0,0,,0,0,0,0,294,362,437,529,177.83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,2001,589,283,306,38,0,268,589,334,248,7,0,511,688,56.303,13,13,0,2.3,0,0,,0,0,0,0,297,366,446,538,184.084,64.4,0,7.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2002,857,416,441,52,0,389,857,472,338,47,0,913,1022,93.723,19,4,15,1.8,0,0,,0,0,0,0,309,369,456,553,185.846,66,3.64880273660205,7.9,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2003,1070,511,559,58,4,497,1070,563,473,34,0,927,1246,119.18,10,0,10,0.7,0,0,,0,0,0,0,319,385,471,572,187.81,67,3.19031903190318,7.8,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2004,1355,521,834,30,3,801,1355,571,655,129,0,1266,1398,136.331,5,1,4,0.9,1.5,0,,0,0,0,0,328,392,495,591,189.681,65.5999999999999,-0.639658848614066,7.7,1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,2005,1076,557,519,50,25,444,1076,663,345,68,0,1169,1066,120.679,38,0,38,1.2,1.4,0,,0,0,0,0,337,407,505,607,191.614,64.8,0.429184549356214,7.5,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2006,1305,473,832,38,25,769,1305,576,673,20,36,1027,1669,185.609,20,0,20,1.2,1.4,0,,0,0,0,0,355,416,515,618,193.283,64.2,-0.854700854700851,8.6,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,2007,1318,666,652,60,42,550,1318,806,363,125,24,1706,1333,178.458,6,4,2,2.4,2.6,0,,0,0,0,0,366,424,529,644,195.028,63.9,3.23275862068965,6.6,1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,2008,1627,802,825,48,30,747,1627,928,486,166,47,1170,1729,214.001,19,9,10,2.8,2.9,0,,0,0,0,0,368,437,543,658,196.724,63.2,0.73068893528184,6.2,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2009,1580,668,912,96,75,741,1580,906,492,103,79,1769,1762,218.478,78,35,43,3.9,4.3,9.7,,0,0,0,0,379,442,553,669,199.113,64.2,2.6943005181347,6.6,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,2010,1656,570,1086,228,87,771,1656,967,467,132,90,1696,1709,215.688,105,72,33,4.6,4.8,7.8,,0,0,0,0,383,452,566,680,201.657,61.2,-3.93541876892027,7.4,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,2011,1575,557,1018,208,161,649,1575,980,504,91,0,1514,1762,230.846,114,67,47,4.7,4.9,7,,0,0,0,0,397,462,577,702,204.709,65.0999999999999,9.03361344537814,6.7,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2012,1741,610,1131,254,208,669,1741,1106,480,57,98,1434,1748,236.679,132,85,47,5,5.2,9.8,,0,0,0,0,390,466,578,710,207.278,62.8,-3.46820809248554,8,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,2013,1496,442,1054,230,99,725,1496,809,611,76,0,1622,1677,235.262,169,116,53,5.3,5.5,9,,0,0,0,0,391,471,591,713,209.631,59.5,-2.9940119760479,7.1,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,2014,1128,369,759,152,104,503,1128,651,376,101,0,1125,1361,188.992,152,87,65,5.4,5.5,7.9,,0,0,0,0,404,485,604,727,211.805,61.9,4.73251028806583,7.2,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,2015,1367,305,1062,172,101,789,1367,592,582,169,24,1524,1476,220.709,133,80,53,5.8,5.9,7.7,,0,0,0,0,413,486,608,735,213.298,63,3.43811394891945,6.8,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,2016,1197,278,919,210,80,629,1197,580,552,34,31,955,1175,170.978,132,87,45,6.4,6.6,10.2,,0,0,0,0,436,502,622,764,215.594,62.6,1.23456790123456,6.2,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,averagerent,averagerent,averagerent,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,state,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,sherbrooke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,1990,629,412,217,120,10,87,629,442,187,0,0,572,690,65.006,0,0,0,1,0,,,,,,,303,451,567,598,128.009,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,5.62799616490892,4.27837354781053,5.8023483365949,2.65086856110051
841,1991,771,277,494,35,170,289,771,351,287,132,1,528,612,58.662,0,0,0,1,0,,,,,,,316,471,601,650,128.819,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.344921484977759,5.69898232458491,7.70369000277443,3.12041475105154
842,1992,563,353,210,40,60,110,563,353,197,13,0,875,614,60.112,1,1,0,2.5,0,,,,,,,320,485,620,672,129.59,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.443238353686114,1.99655417046721,2.13807315816589,3.7279453614115
843,1993,573,310,263,22,0,241,573,308,234,31,0,393,599,56.1,2,2,0,2.7,0,,,,,,,348,514,632,723,129.513,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1.98982373250953,1.92766295707472,1.37873055905842,2.64288980338362
844,1994,449,296,153,28,0,125,449,318,95,36,0,599,542,53.997,24,14,10,4.1,0,,,,,,,360,518,655,786,129.23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1.32739420935411,0.126730356794695,-0.149266108300845,1.72843905915895
845,1995,288,196,92,36,0,56,288,214,43,31,0,304,326,34.335,16,10,6,6.2,0,,,,,,,375,518,659,788,129.13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.228591524529627,2.77480284295588,1.735736234532,1.31371518654755
846,1996,296,162,134,18,0,116,296,176,56,64,0,270,393,33.254,14,4,10,5.6,0,,,,,,,350,530,672,809,134.163,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.210526315789473,1.61045850701024,0.0734693877551048,0.890387275242048
847,1997,266,184,82,10,12,60,266,202,16,48,0,332,301,32.705,17,7,10,7.7,0,,,,,,,385,526,666,822,133.371,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.545007032348803,1.94853626701472,-1.50093808630393,0.694027932482218
848,1998,224,161,63,14,5,44,224,180,8,36,0,211,260,27.591,19,5,14,9.3,0,,,,,,,362,520,647,809,132.277,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-2.27152200813151,0.612711476909001,-1.77225672877846,0.374404356705234
849,1999,232,192,40,4,0,36,232,196,0,36,0,282,208,24.913,18,7,11,7.5,0,,,,,,,382,519,647,792,131.281,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-1.03102107262368,1.80876204326486,0.193912823539326,0.491692099016616
850,2000,154,141,13,8,5,0,154,154,0,0,0,207,229,26.953,21,13,8,5.8,0,,,,,,,379,527,654,802,130.115,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-1.28849492826463,2.65154896884207,0.908784920902059,0.118103593723645
851,2001,211,163,48,6,4,38,211,169,4,38,0,137,194,23.581,18,10,8,5.8,0,,,,,,,375,529,657,819,126.698,66,0,8,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.888724310312905,2.79178987650025,0.783855903935955,0.57296932928884
852,2002,197,193,4,4,0,0,197,197,0,0,0,171,272,34.115,10,10,0,4.7,0,,,,,,,398,532,657,820,126.822,64.3,-0.324675324675329,6.5,-914,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.943396226415089,1.53989339199595,-0.703293066357764,0.511058981233236
853,2003,211,199,12,12,0,0,211,210,0,0,1,265,316,37.709,3,3,0,3.3,0,,,,,,,421,552,672,834,127.462,67.7,6.67752442996743,5.9,-420,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.943832701027106,2.33313890509123,-0.0666611115740459,0.533466700008333
854,2004,287,241,46,10,5,31,287,256,0,31,0,223,274,41.762,3,3,0,5,7.9,,,,,,,414,550,679,808,127.763,66.5,-3.3587786259542,8.1,-703,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1.96168301402513,1.28654018402411,-0.283498707579419,0.207279661719601
855,2005,227,179,48,4,0,44,227,183,0,44,0,249,288,40.567,6,1,5,4.6,5.8,,,,,,,410,556,689,798,127.769,66.2,0.947867298578201,7.1,-922,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1.7081722556864,1.69627783583888,0.535161802826321,0.719841138507358
856,2006,165,157,8,4,4,0,165,159,0,6,0,181,248,35.112,7,7,0,4.9,5.9,,,,,,,434,571,696,804,127.066,63.7,-4.22535211267605,7.6,-1247,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1.68832316803677,1.44664031620553,0.457456541628554,-0.0246447054957609
857,2007,249,185,64,8,24,32,249,193,14,42,0,197,223,34.473,6,4,2,3.8,4.4,,,,,,,452,584,709,860,126.024,64.9,2.61437908496731,6.7,-537,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4.30285118219749,1.0441829657913,0.654081801622783,0.706655710764176
858,2008,167,165,2,2,0,0,167,167,0,0,0,234,241,36.299,3,2,1,2.2,2.7,,,,,,,467,589,719,836,125.463,63.8,-0.796178343949044,5.9,13,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,5.47545628802399,2.15161563970077,1.39837130871102,0.807767624020876
859,2009,180,166,14,6,4,4,180,171,8,1,0,195,237,40.665,12,10,2,2.3,3.1,,,,,,,480,607,742,874,125.087,62.9,-3.69181380417335,8.3,144,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.65581542351454,0.0754944889023219,0.819339660906954,0.542290570619186
860,2010,222,204,18,10,4,4,222,210,8,4,0,139,308,56.08,2,2,0,2.2,2.7,,,,,,,503,624,763,915,125.098,61.8,0.333333333333338,6.8,472,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.470994583562279,2.10470730235365,-0.128741551335686,0.853324746417652
861,2011,374,188,186,8,12,166,374,198,152,24,0,213,443,67.77,8,4,4,1.7,2.9,,,,,,,518,641,772,959,124.952,62,0.166112956810621,6.8,169,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0552094013723313,3.14000738825267,-0.257815017724781,1.02171136653894
862,2012,380,227,153,6,17,130,380,237,12,130,1,181,338,63.769,3,3,0,1.1,2,,,,,,,531,676,818,1017,125.114,62.5,2.48756218905472,5.5,272,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1.30064638183826,0.9025787965616,-0.444264943457198,1.67509481668773
863,2013,324,193,131,4,9,118,324,214,10,100,0,359,345,65.13,9,9,0,2.6,3.5,,,,,,,567,705,858,1041,125.179,63.8,1.61812297734627,6.1,165,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.902653490000782,0.894505182450675,0.162271805273838,2.38576313335406
864,2014,234,168,66,8,10,48,234,184,50,0,0,305,316,57.872,13,6,7,2.3,3.2,,,,,,,574,738,888,1099,124.999,62.1,-2.07006369426751,5.2,-47,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.439577388756055,2.18125527723049,1.79019846091535,1.06261859582541
865,2015,242,164,78,19,10,49,242,189,39,6,8,329,290,51.89,19,11,8,4.6,5.2,,,,,,,603,749,917,1131,124.471,60.1,-2.92682926829267,5.2,-362,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.284090909090908,1.05357388789423,2.33168868374979,0.668419076229822
866,2016,183,139,44,8,12,24,183,151,32,0,0,248,240,42.83,12,7,5,5,5.3,,,,,,,608,765,940,1170,124.166,61.6,0.670016750418758,6.8,-103,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,0.306255263762353,1.61499148211243,1.43868107939964,0.731125037302294
867,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,,,,,,averagerent,averagerent,averagerent,averagerent,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,availablesupply,,,,,,,,,,,housingcosts,housingcosts,housingcosts,housingcosts
868,state,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,,,,,,,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,thunder bay,,,,,,,,,,,,,,,,,,,,,,thunder bay,,,,,,,,,,,thunder bay,thunder bay,thunder bay,thunder bay
869,1990,17970,6316,11654,607,3047,8000,17970,6425,1895,9265,385,19925,16794,1688.039,0,0,0,0.9,0,,0,5.72038203617151,5.52479945768839,7.15775423375323,6.44539614561027,472,,,,1608.288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,566,751,876,,,,,,,,,,
870,1991,14769,6991,7778,430,1429,5919,14769,7080,1738,5726,225,14630,16436,1761.214,0,0,0,2.2,0,,0,-7.1600192215281,5.1713062098501,0.428182172051377,4.22450211225105,472,,,,1646.854,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,6.10200364298725,585,752,896,,,,,,,,,,
871,1992,18684,7603,11081,770,2542,7769,18684,7759,1901,8818,206,16487,19392,2192.42,2556,907,1649,1.6,0,,0,8.78881987577639,2.93189453323832,1.95348837209301,2.3547577687705,480,,,,1691.289,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,10.8841201716738,594,771,902,,,,,,,,,,
872,1993,21307,6593,14714,929,2340,11445,21307,6899,1435,12923,50,19737,20135,2279.095,3726,1312,2414,1.1,0,,0,7.67913217242364,3.65938087231728,3.98418491484185,1.99886856496324,494,,,,1736.726,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,6.25483821024925,611,790,935,,,,,,,,,,
873,1994,20473,6345,14128,822,2672,10634,20473,6627,1181,12665,0,20387,20174,2420.394,4291,1377,2914,0.8,0,,0,-0.583244962884417,2.02270775689342,-0.877449546651067,1.75633203919393,513,,,,1792.984,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,3.64272184176015,623,812,957,,,,,,,,,,
874,1995,14992,4526,10466,570,1686,8210,14992,4543,669,9683,97,19837,14659,1932.687,5462,1562,3900,1.2,0,,0,-5.15555555555555,2.49696062844851,-0.597521392741219,1.39898255813953,538,,,,1850.604,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-2.09475608041612,640,826,998,,,,,,,,,,
875,1996,15453,5072,10381,568,1841,7972,15453,5149,715,9505,84,13917,17739,2391.905,3869,1224,2645,1.1,0,,0,-6.09184629803186,0.802919708029193,-3.35435992578849,1.66636803440243,556,,,,1905.312,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0.40206777713958,661,845,991,,,,,,,,,,
876,1997,15950,4685,11265,726,1800,8739,15950,4937,1248,9694,71,16041,15214,2002.403,4201,1262,2939,1.7,0,,0,-3.18363273453093,0.561187545257058,-4.00829302004147,1.15438843849136,564,,,,1957.766,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-0.486270022883295,672,852,1045,,,,,,,,,,
877,1998,11878,3373,8505,656,1261,6588,11878,3710,499,7669,0,13927,11103,1482.54,4833,1337,3496,2.7,0,,0,-5.06133388310484,0.486048604860492,-3.23974082073434,0.897290704765224,590,,,,1985.55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-3.86605346363897,675,870,1005,,,,,,,,,,
878,1999,8677,3568,5109,380,953,3776,8677,3912,988,3762,15,11102,9798,1397.586,3630,743,2887,2.7,0,,0,-4.00651465798044,0.913651021139371,-1.96759259259259,0.509411155240884,585,,,,2013.081,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1.22589325758706,683,864,993,,,,,,,,,,
879,2000,8203,3132,5071,496,1132,3443,8203,3602,1145,3421,35,9106,9313,1304.412,3273,809,2464,1.4,0,,0,-0.950118764845606,2.25457127640688,0.413223140495865,0.438106691864971,598,,,,2040.832,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0.57598582188747,695,890,1022,,,,,,,,,,
880,2001,10862,3512,7350,568,1216,5566,10862,4054,2721,3960,127,8004,10426,1630.929,1273,406,867,1,0,,0,0.730843896311517,1.82291666666667,0.915427899554881,1.16318850496064,621,,,,2074.543,65.5999999999999,0,6.6,0,,,,,,,,,,,,,,,,,,,,,,0,3.23054331864904,726,919,1060,,,,,,,,,,
881,2002,13197,4980,8217,730,1731,5756,13197,5569,1302,6275,51,12068,14905,2286.128,929,473,456,1.4,0,,0,2.48271171069039,2.30179028132991,-0.124833555259639,1.44572201555631,638,,,,2098.155,67.0999999999999,2.45759444872783,7.8,26077,,,,,,,,,,,,,,,,,,,,,,0,7.82361308677097,743,954,1127,,,,,,,,,,
882,2003,15626,5382,10244,730,2356,7158,15626,5759,944,8923,0,13394,15070,2525.475,825,571,254,2,0,,0,3.29646017699115,2.01666666666666,1.39988334305473,1.17509792482706,654,,,,2115.57,67.7,2.59618098015239,7.2,19691,,,,,,,,,,,,,,,,,,,,,,0,11.2269129287599,759,965,1119,,,,,,,,,,
883,2004,19430,5614,13816,974,3334,9508,19430,6037,746,12647,0,14302,20973,3265.55,1073,767,306,1.3,2.3,,0,4.92610837438423,1.97680117627838,1.89004848385241,1.03789126853377,668,,,,2133.234,67.3,1.0635371779591,6.8,20956,,,,,,,,,,,,,,,,,,,,,,0,11.3746886490333,774,984,1153,,,,,,,,,,
884,2005,18914,4935,13979,714,3281,9984,18914,5244,586,13084,0,15834,20017,3555.488,838,559,279,1.4,2.7,,0,4.37844458052663,1.89842999038769,1.94370513751109,0.456546551443015,678,,,,2159.016,67,2.18633765762497,5.7,29412,,,,,,,,,,,,,,,,,,,,,,0,13.4824281150159,788,1004,1184,,,,,,,,,,
885,2006,18705,5614,13091,676,2852,9563,18705,6096,509,12086,14,18072,21095,3902.991,1018,803,215,0.7,1.3,,0,6.86418304488119,1.85520006288814,3.97943037974683,0.462587242330784,701,,,,2188.844,66.3,1.90873579545454,4.4,31021,,,,,,,,,,,,,,,,,,,,,,0,20.8333333333333,816,1045,1220,,,,,,,,,,
886,2007,20736,4211,16525,678,2635,13212,20736,4870,615,15251,0,17816,22803,4352.257,1222,893,329,0.7,1.4,,0.2,7.13697502058743,2.05294435440302,4.86190367496004,1.13902576944825,735,,,,2218.134,66.8,2.79641083718093,4,28168,,,,,,,,,,,,,,,,,,,,,,0,11.8282075178627,846,1084,1234,,,,,,,,,,
887,2008,19591,3634,15957,709,2309,12939,19591,4676,748,14167,0,19150,14781,2938.405,2328,1314,1014,0.5,1.1,,0.6,2.28883764625501,2.34439990924903,3.63517631693514,2.02875399361023,754,,,,2254.269,66.5,1.12711864406779,4.2,34791,,,,,,,,,,,,,,,,,,,,,,0,-1.6598374887145,880,1124,1356,,,,,,,,,,
888,2009,8339,2929,5410,330,1655,3425,8339,3727,447,4160,5,16788,10028,2055.593,1671,653,1018,2.1,2.8,,1.7,-6.31209818819403,0.110840168477053,-2.3174403136596,1.69093471113198,804,,,,2301.492,66.7,-0.603368809184618,7.2,44774,,,,,,,,,,,,,,,,,,,,,,7.8,5.17655367231639,919,1169,1367,,,,,,,,,,
889,2010,15217,4533,10684,414,2324,7946,15217,5864,1054,8299,0,16474,17814,3605.324,3440,879,2561,1.9,2.7,,2.2,3.27065323946172,1.74933569530557,0.68807339449541,1.66281755196304,811,,,,2344.347,66.2,1.21406289520277,7.4,40444,,,,,,,,,,,,,,,,,,,,,,9.8,5.04935204458469,940,1195,1420,,,,,,,,,,
890,2011,17867,3686,14181,502,2836,10843,17867,5836,1755,10276,0,12919,17384,3607.884,3144,832,2312,1.4,2.1,,0.9,-0.310666206420435,2.2778382299601,1.11759681093394,1.55232470089352,839,,,,2373.045,66.5,1.99083715118701,7.5,28287,,,,,,,,,,,,,,,,,,,,,,8.7,8.20709491850431,964,1237,1463,,,,,,,,,,
891,2012,19027,3381,15646,480,2389,12777,19027,5655,1277,12095,0,16958,18645,4189.55,4002,1177,2825,1.8,2.7,,1,-0.536703601108031,1.31924249946805,-0.323829637451595,1.49131310118559,864,,,,2411.326,66.0999999999999,1.85396929108133,6.8,28746,,,,,,,,,,,,,,,,,,,,,,12.8,-2.00838797330026,982,1261,1480,,,,,,,,,,
