,Unnamed: 0,"Starts, total",  Single-detached,  Multiple,     Semi-detached,     Row,     Apartment,"Starts by intended market, total",  Homeownership - freehold,  Rental,  Homeownership - condominium,  Other (co-op and unknown),"Completions, total",Residential Building Permits4,Residential Building Permits($) (thousands)4,Newly completed and unabsorbed homes1,     Single- and semi-detached,     Row and apartment,Rental vacancy rate (%)2,Rental availability rate (%)2,Vacancy Rate (Standard Spaces) in Seniors' Rental 7,Vacancy Rate of Rented Condominium Apartments ,New Housing Price Index (% change)4,Consumer Price Index (% change)4,Owned accommodation costs (% change)4,Rental accommodation costs (% change)4,  Bachelor,  One-bedroom,  Two-bedroom,  3+ bedroom,"Population on July 1 (thousands)3,5",Labour force participation rate (%)3,Employment (% change)4,Unemployment rate (%)3,"Net migration4,6","Starts by intended market, 1 total",Newly completed and unabsorbed homes2,Rental vacancy rate (%)3,Rental availability rate (%)3,Vacancy Rate (Standard Spaces) in Seniors' Rental 6,New Housing Price Index (% change)5,Consumer Price Index (% change)5,Construction Wage Rate Index (% change)5,Owned accommodation costs (% change)5,Rental accommodation costs (% change)5,Population on July 1 (thousands)4,Labour force participation rate (%)4,Employment (% change)5,Unemployment rate (%)4,Real disposable income (% change)5,Net migration5,Consumer Price Index (%  change)4,Owned accommodation costs (%  change)4,Labour force participation rate (% )3,Employment (%  change)4,Unemployment rate (% )3,Vacancy Rate (Standard Spaces) in Seniors' Rental 8,Teranet - National Bank House Price Index (% change)7, One-bedroom, Two-bedroom,3+ bedroom,Vacancy Rate (Standard Spaces) in Seniors' Rental 9,"New Housing Price Index (% change)4,8","Teranet - National Bank House Price Index (% change)7,8","Consumer Price Index (% change)4,8","Owned accommodation costs (% change)4,8","Rental accommodation costs (% change)4,8","New Housing Price Index (% change)4,7","Consumer Price Index (% change)4,7","Owned accommodation costs (% change)4,7","Rental accommodation costs (% change)4,7"
892,2013,18696,4004,14692,510,2373,11809,18696,3840,3149,11707,0,18392,19982,4273.015,4205,1417,2788,1.7,2.4,,1.1,-1.02697998259356,0.12600630031502,-1.77978670810086,1.48409374770406,876,,,,2444.333,64.9,0.0400930157966482,6.6,23539,,,,,,,,,,,,,,,,,,,,,,11.9,5.5096750859003,1005,1281,1498,,,,,,,,,,
893,2014,19212,4374,14838,508,2719,11611,19212,4354,3286,11542,30,17731,18830,4384.626,3228,1160,2068,1,1.6,,0.7,-1.16953921913471,1.10466335733761,-0.683109225569861,1.05697531311083,902,,,,2481.896,64.7,2.30041680025649,5.8,28344,,,,,,,,,,,,,,,,,,,,,,11.8,4.95914986002399,1038,1311,1542,,,,,,,,,,
894,2015,20863,4622,16241,486,2512,13243,20863,4454,3810,12599,0,17346,25267,6064.02,1777,821,956,0.8,1.2,,0.9,0.960939585372364,1.18940598852084,0.036200405444545,1.06741170570957,937,,,,2507.42,64.7,1.73940296168612,5.9,16711,,,,,,,,,,,,,,,,,,,,,,9.7,12.8953241521963,1079,1368,1615,,,,,,,,,,
895,2016,27914,5169,22745,430,3398,18917,27914,4757,6841,16226,90,18148,22683,5671.741,1319,915,404,0.7,1.2,,0.3,4.62677359654533,2.17317023166816,2.51863646232902,1.22625460731499,1013,,,,2548.74,66.4,4.67462456680785,5.4,25294,,,,,,,,,,,,,,,,,,,,,,5.5,16.9913211186113,1159,1450,1631,,,,,,,,,,
896,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,availablesupply,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,,,,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,availablesupply,housingcosts,averagerent,averagerent,averagerent,,,,,,,,,,
897,state,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,,vancouver,vancouver,vancouver,vancouver,vancouver,vancouver,,,,vancouver,vancouver,vancouver,vancouver,vancouver,,,,,,,,,,,,,,,,,,,,,,vancouver,vancouver,vancouver,vancouver,vancouver,,,,,,,,,,
898,1990,2588,1238,1350,72,441,837,2588,1285,227,1050,26,2660,2605,212.511,0,0,0,0.3,0,,0,7.00398406374502,5.26900844819919,6.05523794186325,5.91480909291547,393,,,,290.272,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,488,615,736,,,,,,,,,,
899,1991,2129,1160,969,99,218,652,2129,1204,499,262,164,2512,2184,174.583,0,0,0,0.8,0,,0,-1.45208131655373,5.72333685322069,1.13886568977299,5.77203584080015,416,,,,295.566,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,15.2598114448586,522,664,733,,,,,,,,,,
900,1992,2421,1082,1339,168,261,910,2421,1275,410,697,39,2316,2547,200.337,298,96,202,1.5,0,,0,4.95692912195859,2.0874950059928,-0.165152766308839,4.43262411347517,437,,,,300.511,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,9.73939509225794,540,684,789,,,,,,,,,,
901,1993,2633,811,1822,242,461,1119,2633,1004,421,1208,0,2443,2949,241.316,337,106,231,1.8,0,,0,2.93016558675305,2.98405244105273,1.66929844349198,2.85795132993775,451,,,,304.903,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,4.92286358120992,558,703,812,,,,,,,,,,
902,1994,2303,710,1593,175,257,1161,2303,823,170,1310,0,2557,2503,206.985,545,122,423,1.9,0,,0,-0.909281667482681,2.05206156184685,-1.32386657791582,2.52177900045851,459,,,,309.537,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1.88336362134478,567,713,821,,,,,,,,,,
903,1995,1299,449,850,77,141,632,1299,487,78,734,0,1908,1296,124.069,680,82,598,3.3,0,,0,-8.58332745111879,2.47626140383541,0.719532304002395,1.46690518783541,466,,,,313.42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-2.23771688016863,567,715,820,,,,,,,,,,
904,1996,1142,586,556,102,120,334,1142,604,140,398,0,1106,1263,136.574,334,53,281,4.1,0,,0,-7.10369855609605,0.917514534883716,-3.72079178449174,1.35754583921015,466,,,,316.293,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-0.497594957704428,569,717,827,,,,,,,,,,
905,1997,1311,637,674,138,170,366,1311,701,138,472,0,1245,1230,129.055,345,103,242,3.5,0,,0,-3.00058183027179,0.954181294445947,-2.94481372700571,0.721864672116886,467,,,,318.159,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0.550091681946995,569,724,850,,,,,,,,,,
906,1998,964,520,444,81,110,253,964,644,34,286,0,1140,1138,125.963,418,141,277,3.8,0,,0,-5.64695801199657,0.240748996879176,-3.65533168750498,0.233140488731551,464,,,,318.676,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-0.464190981432366,569,722,822,,,,,,,,,,
907,1999,1340,531,809,67,131,611,1340,595,48,697,0,896,1419,146.174,274,87,187,3.6,0,,0,-4.95867768595041,1.04074008183597,-1.89287485534799,0.447966919365958,468,,,,320.013,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0.699533644237182,574,728,846,,,,,,,,,,
908,2000,872,531,341,71,77,193,872,595,39,238,0,1118,1002,124.349,304,152,152,1.8,0,,0,-4.29049211657907,1.66387886257592,-0.134804954082054,0.463121783876503,472,,,,321.277,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,2.69599735362222,579,731,835,,,,,,,,,,
909,2001,1264,631,633,63,64,506,1264,687,458,118,1,1028,1183,140.529,201,119,82,0.5,0,,0,0.449281150159748,1.16903359889159,0.835231586940003,0.802458596551133,482,,,,325.765,61.1,0,6.3,0,,,,,,,,,,,,,,,,,,,,,,0,3.80093412787887,592,751,853,,,,,,,,,,
910,2002,1344,879,465,73,167,225,1344,917,134,293,0,1299,1805,215.4,75,34,41,1.5,0,,0,3.65768810257429,2.71334417529743,0.401606425702816,1.63448509485093,501,,,,328.3,62.9,3.31125827814569,7,2048,,,,,,,,,,,,,,,,,,,,,,0,8.85958107059734,605,771,872,,,,,,,,,,
911,2003,2008,969,1039,91,206,742,2008,995,196,811,6,1449,2283,274.611,87,49,38,1.1,0,,0,7.70927222168951,2.23333333333333,2.29166666666667,0.983251395717038,515,,,,330.844,63.2,2.3076923076923,6.2,1802,,,,,,,,,,,,,,,,,,,,,,0,15.9350057012542,619,789,905,,,,,,,,,,
912,2004,2363,1038,1325,141,125,1059,2363,1027,84,1252,0,1867,2277,314.67,94,56,38,0.6,1.9,,0,9.0981928247129,2.26605803716988,3.01425661914459,0.89941414308111,516,,,,333.331,62.9,1.62907268170425,5.3,1810,,,,,,,,,,,,,,,,,,,,,,0,14.1504794688959,630,799,918,,,,,,,,,,
913,2005,2058,974,1084,94,111,879,2058,963,62,1033,0,1873,2305,352.108,73,51,22,0.5,1.5,,0,7.90697674418605,2.22381635581061,3.45591142744167,0.556100752371602,540,,,,336.856,64.4,4.68557336621456,4.4,2771,,,,,,,,,,,,,,,,,,,,,,0,15.7781367797523,657,837,976,,,,,,,,,,
914,2006,2739,928,1811,146,198,1467,2739,946,63,1730,0,2045,2624,444.598,147,108,39,0.5,1.5,,0,3.83393829401088,1.55945419103313,1.94924323497936,0.845803513337664,561,,,,339.711,64.9,2.59128386336865,3.7,2754,,,,,,,,,,,,,,,,,,,,,,0,14.4279069767441,681,874,1015,,,,,,,,,,
915,2007,2579,795,1784,213,158,1413,2579,859,28,1692,0,2141,2947,561.958,195,94,101,0.5,1.2,,0,0.480664190517811,1.12092130518234,-0.457374222088918,1.26612903225806,589,,,,341.571,66.4,3.73134328358209,3.3,3930,,,,,,,,,,,,,,,,,,,,,,0,12.8444841882773,716,907,1056,,,,,,,,,,
916,2008,1905,673,1232,154,150,928,1905,734,52,1119,0,2149,2141,446.892,418,135,283,0.5,1.5,,2,-0.0869754294411926,1.83736997950041,1.50647785477552,2.04666719757903,626,,,,344.085,68.4,4.09518539014942,3.3,4581,,,,,,,,,,,,,,,,,,,,,,0,-0.446653699301202,764,965,1180,,,,,,,,,,
917,2009,1034,647,387,186,62,139,1034,698,88,248,0,2463,1599,297.285,396,35,361,1.4,2.6,,1.7,-7.81284004352557,0.104376351300985,-2.58236865538734,1.80271577961604,647,,,,348.07,67,-3.82775119617224,6.4,5900,,,,,,,,,,,,,,,,,,,,,,6.2,3.53860626673421,790,1001,1232,,,,,,,,,,
918,2010,2118,827,1291,234,162,895,2118,902,218,998,0,1784,1973,393.546,436,100,336,1.5,2.6,,1.6,-2.80138495435946,1.03522752662545,-2.94028031687995,2.08509007282483,665,,,,351.21,66,0.0552791597567685,5.9,4791,,,,,,,,,,,,,,,,,,,,,,10.2,-2.80262790047527,806,1024,1223,,,,,,,,,,
919,2011,1642,609,1033,84,198,751,1642,642,283,717,0,1642,1660,331.944,523,113,410,2.1,3.3,,1.2,-1.56249999999999,2.19666814094058,-0.274682153508088,1.20147180295863,676,,,,352.072,64.8,-1.65745856353591,6.1,702,,,,,,,,,,,,,,,,,,,,,,11.5,0.316387430790254,819,1045,1244,,,,,,,,,,
920,2012,1700,552,1148,86,114,948,1700,622,360,718,0,1591,2076,347.195,480,132,348,2.7,3.7,,2.2,-2.77983386791677,0.966532025389506,-2.2349885889667,0.801365289010899,695,,,,355.497,65.0999999999999,2.07865168539325,5.6,3531,,,,,,,,,,,,,,,,,,,,,,12.8,0,828,1059,1271,,,,,,,,,,
921,2013,1685,514,1171,60,76,1035,1685,533,347,805,0,1465,1539,283.386,550,84,466,2.8,4,,2.1,-1.27738769985618,-0.307186740963008,-2.33437977944136,0.691939639308058,706,,,,358.275,63.6,-1.10071546505228,5.2,2907,,,,,,,,,,,,,,,,,,,,,,11.3,-4.00688122715218,833,1068,1281,,,,,,,,,,
922,2014,1315,551,764,70,113,581,1315,556,341,418,0,1813,1781,342.882,452,95,357,1.5,2.6,,1.8,-1.05398457583547,0.902902185596575,-0.511003049534327,0.628700928430442,723,,,,362.179,61.6,-2.67111853088479,5.4,4070,,,,,,,,,,,,,,,,,,,,,,10.5,3.17353643966547,849,1095,1317,,,,,,,,,,
923,2015,2008,687,1321,75,120,1126,2008,730,726,552,0,1765,2672,501.766,239,57,182,0.6,1,,0.6,-1.18645535636961,1.09367232440877,-1.29235357468312,0.937159462404652,742,,,,366.505,62.3,1.82961692395654,5.8,4615,,,,,,,,,,,,,,,,,,,,,,7.9,8.68495331837591,867,1128,1384,,,,,,,,,,
924,2016,2933,910,2023,126,165,1732,2933,974,1099,860,0,1787,2697,632.129,57,22,35,0.5,1,,0.7,2.76073619631901,1.75623463294695,0.931598825010488,1.12998416582697,785,,,,370.899,63.3,3.48119034250422,5.2,5079,,,,,,,,,,,,,,,,,,,,,,4.1,17.7199174269161,912,1188,1485,,,,,,,,,,
925,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,availablesupply,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,,,,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,availablesupply,housingcosts,averagerent,averagerent,averagerent,,,,,,,,,,
926,state,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,victoria,,victoria,victoria,victoria,victoria,victoria,victoria,,,,victoria,victoria,victoria,victoria,victoria,,,,,,,,,,,,,,,,,,,,,,victoria,victoria,victoria,victoria,victoria,,,,,,,,,,
927,1990,1588,835,753,76,106,571,1588,835,717,36,0,1433,1515,138.751,0,0,0,2.5,0,0,,4.35042905607663,4.8152668367913,0,0,304,476,590,596,269.349,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,1991,1279,804,475,30,162,283,1279,804,402,3,70,1397,1366,132.102,0,0,0,3.3,0,0,,0.0286861732644961,4.63639250555731,0,0,331,485,601,607,270.326,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1992,1376,1068,308,122,90,96,1376,1122,98,40,116,1612,1334,158.422,72,62,10,3.3,0,0,,-0.028677946659016,1.02175012645421,0,0,344,500,620,619,272.21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1993,1222,1045,177,68,39,70,1222,1131,31,60,0,1331,1295,151.493,178,159,19,2.7,0,0,,-0.545037292025247,1.78249549369117,0,0,359,510,631,695,274.421,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1994,1661,1340,321,84,53,184,1661,1451,106,104,0,1504,1727,213.496,169,146,23,1.6,0,0,,0.134602442072875,0.0491932310114205,0,0,381,525,643,664,278.123,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1995,1495,1217,278,80,64,134,1495,1334,53,108,0,1497,1589,192.015,153,111,42,1.8,0,0,,1.16178588574171,2.46828596715508,0,0,371,549,667,660,281.833,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1996,2300,1629,671,196,144,331,2300,1907,195,198,0,2007,2175,273.082,150,118,32,2.8,0,0,,0.379650721336366,1.51631477927062,0,0,394,557,682,724,296.315,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1997,2102,1574,528,284,114,130,2102,1929,59,114,0,2241,2311,288.565,201,154,47,4.5,0,0,,3.61195158850227,1.8812629986765,0,0,400,561,680,702,299.666,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1998,1938,1355,583,198,127,258,1938,1669,8,261,0,1810,2110,259.76,222,193,29,4.3,0,0,,0.301149844862192,0.927902013547366,0,0,427,568,680,686,303.254,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1999,2387,1761,626,324,203,99,2387,2284,12,91,0,2192,2416,331.151,124,114,10,2.7,0,0,,0.564097898280421,1.93987312678127,0,0,437,578,696,734,306.941,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,2000,2382,1748,634,292,127,215,2382,2154,38,142,48,2667,2119,284.384,78,60,18,1.9,0,0,,0.732832715099964,2.94011544011545,0,0,448,599,736,838,312.41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,2001,2157,1605,552,218,158,176,2157,1967,46,143,1,2022,2275,316.173,59,56,3,2.9,0,0,,-0.0808334830249596,3.05764850183983,0,0,466,618,738,883,320.946,65.8,0,6.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,2002,2490,1726,764,350,179,235,2490,2248,30,209,3,2445,2478,341.843,58,10,48,3.9,0,0,,0.458426966292132,2.01479214486101,0,0,481,638,769,906,326.628,67.3,3.1470777135517,8.1,3540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,2003,2237,1632,605,213,244,148,2237,2084,18,87,48,2316,2404,337.963,43,21,22,4.3,0,0,,0.0715819613457449,2.64999999999999,0,0,494,650,776,963,330.232,67.0999999999999,1.74346201743462,7.5,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,2004,2287,1539,748,194,271,283,2287,1974,123,190,0,2232,2285,337.772,19,11,8,8.8,10.4,0,,0.357653791130182,1.88342263354441,0,0,488,650,776,903,333.182,67.0999999999999,-0.0611995104039132,8.6,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,2005,1496,1110,386,96,182,108,1496,1372,50,74,0,1879,1491,233.919,16,16,0,10.3,12.1,0,,2.95794725588025,2.19920318725098,0,0,498,650,780,959,335.178,65.4,-0.857317819963261,8,-297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,2006,1045,692,353,50,90,213,1045,836,8,201,0,951,1037,176.532,47,35,12,10.4,12,0,,-0.0692281066112765,1.76204584437862,0,0,494,650,774,881,336.009,66.9,1.66769610870907,9,-2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,2007,614,417,197,48,83,66,614,485,20,109,0,513,644,114.468,70,65,5,12.8,14.4,0,,-2.07828195358503,1.83113699049953,0,0,495,641,773,878,333.507,64.0999999999999,-4.8602673147023,9.3,-2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,2008,453,328,125,22,87,16,453,368,16,69,0,551,460,85.003,75,55,20,14.6,16.8,0,,0.389105058365751,2.27221428034007,0,0,503,645,772,883,330.475,63.7,-1.14942528735631,9.3,-2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,2009,391,303,88,14,68,6,391,345,4,42,0,410,395,77.464,52,36,16,13,14.9,22.5,,0.10570824524314,0.375193114102854,0,0,462,622,747,829,328.335,63.7,-5.42635658914729,13.9,-2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,2010,617,460,157,26,89,42,617,505,49,63,0,611,671,123.136,65,43,22,10.9,12.5,17.8,,-0.827173530447028,2.43330401641747,0,0,482,627,752,891,328.173,62.4,0.751366120218575,11.7,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,2011,719,466,253,92,153,8,719,551,72,96,0,568,695,145.367,40,35,5,8.1,9.19999999999999,18,,-3.07009760425909,3.08385804235832,0,0,482,625,753,880,328.321,61,0.271186440677969,9.9,-1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,2012,717,536,181,68,107,6,717,618,7,92,0,903,718,181.458,362,307,55,7.3,8.4,22.8,,2.02306847308677,1.40903727354758,0,0,502,647,778,926,330.889,62.4,3.65111561866126,9.69999999999999,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,2013,708,535,173,44,121,8,708,638,8,62,0,667,765,212.405,206,181,25,5.9,7,17.8,,0.978017048003588,1.05407255304585,0,0,501,656,788,928,332.59,61.8,0.978473581213307,8.9,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,2014,806,566,240,84,123,33,806,736,15,55,0,735,816,225.638,168,160,8,4.3,5.6,10,,1.60831704282921,2.30967217556218,0,0,518,664,798,912,334.348,61.4,0.258397932816522,9,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,2015,1010,709,301,102,128,71,1010,936,6,68,0,829,1159,310.865,155,152,3,3.9,4.8,20.1,,0.122431132487973,1.21813968884476,0,0,535,689,824,925,336.443,62.6,1.80412371134021,9.8,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,2016,1266,804,462,184,203,75,1266,1188,15,63,0,1074,1315,390.194,237,194,43,2.9,4,16.4,,1.84295571665648,1.78559748839033,0,0,544,706,852,1046,340.279,61.9,3.86075949367088,6,3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,averagerent,averagerent,averagerent,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,state,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1990,2147,1905,242,32,6,204,2147,1910,109,0,128,2970,1941,168.892,0,0,0,6.4,0,,0,1.87937062937064,4.59809654856094,4.54831272269963,2.46964395966248,309,,,,665.754,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,419,531,614,,,,,,,,,,
957,1991,1349,1006,343,0,0,343,1349,1006,137,144,62,1436,1564,113.41,0,0,0,6.6,0,,0,-0.128700128700128,5.15237886428415,5.95429029671211,3.23358104036955,318,,,,671.19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1.29699556723035,427,539,637,,,,,,,,,,
958,1992,1620,1261,359,4,10,345,1620,1263,119,132,106,1520,1808,149.346,207,131,76,6.1,0,,0,-0.085910652920967,1.49082568807339,0.42573320719016,2.8793774319066,324,,,,673.378,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1.13452188006482,436,553,654,,,,,,,,,,
959,1993,1540,1210,330,24,24,282,1540,1230,113,188,9,1627,1705,150.543,284,215,69,5.9,0,,0,3.56835769561478,2.67077555213149,-0.00942063118228064,1.77760968229955,326,,,,675.927,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0.897435897435894,437,557,664,,,,,,,,,,
960,1994,1529,1201,328,2,105,221,1529,1203,66,223,37,1572,1734,148.562,275,231,44,5.6,0,,0,3.42465753424658,1.43071535767882,1.5262860373092,0.873281308063914,328,,,,677.682,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0.667090216010168,442,559,655,,,,,,,,,,
961,1995,1104,840,264,8,49,207,1104,840,0,264,0,1265,1228,105.845,285,253,32,5.4,0,,0,1.50511739915714,2.68297494574867,3.37787676317742,1.06833671025971,334,,,,680.272,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,-0.710003155569582,446,561,665,,,,,,,,,,
962,1996,1135,838,297,54,61,182,1135,836,98,201,0,678,1204,111.651,146,119,27,6,0,,0,0.929221035982591,2.14217098943323,0.852782764811495,0.965919445963177,329,,,,684.138,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0.810424280947086,441,567,655,,,,,,,,,,
963,1997,1518,1192,326,86,22,218,1518,1183,179,156,0,1750,1558,141.286,180,152,28,5.9,0,,0,1.37120470127326,2.0878397441926,0,0.87545126353791,331,,,,683.782,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0.69356872635562,446,568,665,,,,,,,,,,
964,1998,1575,1190,385,62,46,277,1575,1132,223,220,0,1531,1811,151.624,246,164,82,4,0,,0,0.792270531400956,1.36342699216951,0.783266577659102,0.885747517222871,338,,,,684.747,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1.51847213525357,453,574,671,,,,,,,,,,
965,1999,1772,1204,568,48,9,511,1772,1158,304,310,0,1485,1456,143.181,175,143,32,3,0,,0,1.61042944785276,1.98127783331818,1.84580058288438,0.904576090812338,337,,,,688.187,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,3.05319969159598,456,582,677,,,,,,,,,,
966,2000,1317,1210,107,14,27,66,1317,1170,66,81,0,1487,1342,152.947,215,199,16,2,0,,0,2.84905660377358,2.46858568755013,2.90496011099549,1.18650026366672,339,,,,692.48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,2.96274128385456,473,588,729,,,,,,,,,,
967,2001,1473,1238,235,34,32,169,1473,1204,76,109,84,1542,1576,160.407,168,157,11,1.4,0,,0,1.76114474408365,2.85267002957035,1.28086289710963,1.7111091809259,357,,,,695.868,69.8,0,5.2,0,,,,,,,,,,,,,,,,,,,,,,0,4.30170033425372,476,605,706,,,,,,,,,,
968,2002,1821,1528,293,24,9,260,1821,1502,179,140,0,1585,1750,199.117,108,94,14,1.2,0,,0,2.63205336217775,1.46287840351767,-0.14144271570014,2.47651579846285,378,,,,700.033,70.9,2.49110320284696,5.2,1392,,,,,,,,,,,,,,,,,,,,,,0,7.09209976313223,490,622,724,,,,,,,,,,
969,2003,2430,1641,789,48,36,705,2430,1615,411,404,0,1949,2733,268.369,144,133,11,1.3,0,,0,3.67117512734938,1.78348195682972,0.908181969671719,2.04999999999999,379,,,,704.341,70,-0.240384615384609,5.2,1687,,,,,,,,,,,,,,,,,,,,,,0,10.1613322924798,508,645,779,,,,,,,,,,
970,2004,2489,1882,607,50,32,525,2489,1861,397,231,0,2468,2938,342.036,223,183,40,1.1,1.8,,0,6.67570315147406,1.90780316056662,2.10552390388902,1.55969296096684,388,,,,710.292,70.4,1.5528781793842,5.5,3251,,,,,,,,,,,,,,,,,,,,,,0,10.9838195346639,519,664,785,,,,,,,,,,
971,2005,2586,1756,830,34,104,692,2586,1758,474,354,0,2475,2723,328.783,204,186,18,1.7,2.5,,0,8.46569250317664,2.63538486260644,3.39640950994662,1.59202379995176,405,,,,713.063,68.9,-0.527287107830213,4.8,274,,,,,,,,,,,,,,,,,,,,,,0,10.088326061509,539,683,795,,,,,,,,,,
972,2006,2777,1737,1040,94,51,895,2777,1755,619,403,0,2618,3729,440.142,229,203,26,1.3,2,,0,9.45965734368135,1.94144355722561,3.37869544814641,1.78076770874554,420,,,,715.928,69.5999999999999,1.98780811025709,4.6,1229,,,,,,,,,,,,,,,,,,,,,,0,11.8608023199613,557,709,839,,,,,,,,,,
973,2007,3371,1870,1501,16,93,1392,3371,1846,803,722,0,2590,3849,492.666,285,204,81,1.5,1.8,,0,11.8394648829431,2.06573491015205,5.477379331215,1.81959564541212,451,,,,719.065,70.5,1.94906444906444,4.7,5454,,,,,,,,,,,,,,,,,,,,,,0,17.3867957137919,578,740,874,,,,,,,,,,
974,2008,3009,1930,1079,34,113,932,3009,1943,322,720,24,3543,3457,541.612,429,287,142,1,1.4,,0,10.1794258373205,2.25716650364907,5.24315019365944,2.03146479303498,464,,,,723.251,70.5,1.1215906194239,4.3,6641,,,,,,,,,,,,,,,,,,,,,,0,8.76030624263839,602,769,920,,,,,,,,,,
