,REF_DATE,GEO,Population estimate
3719,Apr-20,Ontario,14729324
3720,Apr-20,Manitoba,1379735
3721,Apr-20,Saskatchewan,1179939
3722,Apr-20,Alberta,4415700
3723,Apr-20,British Columbia,5150616
3724,Apr-20,Yukon,42017
3725,Apr-20,Northwest Territories,45363
3726,Apr-20,Nunavut,38836
3727,Jul-20,Canada,38037204
3728,Jul-20,Newfoundland and Labrador,521364
3729,Jul-20,Prince Edward Island,161329
3730,Jul-20,Nova Scotia,981889
3731,Jul-20,New Brunswick,783204
3732,Jul-20,Quebec,8578300
3733,Jul-20,Ontario,14745712
3734,Jul-20,Manitoba,1380648
3735,Jul-20,Saskatchewan,1179300
3736,Jul-20,Alberta,4420029
3737,Jul-20,British Columbia,5158728
3738,Jul-20,Yukon,42174
3739,Jul-20,Northwest Territories,45372
3740,Jul-20,Nunavut,39155
3741,Oct-20,Canada,38033014
3742,Oct-20,Newfoundland and Labrador,520194
3743,Oct-20,Prince Edward Island,161402
3744,Oct-20,Nova Scotia,981552
3745,Oct-20,New Brunswick,783257
3746,Oct-20,Quebec,8579476
3747,Oct-20,Ontario,14740704
3748,Oct-20,Manitoba,1380447
3749,Oct-20,Saskatchewan,1178164
3750,Oct-20,Alberta,4424557
3751,Oct-20,British Columbia,5156587
3752,Oct-20,Yukon,42300
3753,Oct-20,Northwest Territories,45265
3754,Oct-20,Nunavut,39109
3755,Jan-21,Canada,38068872
3756,Jan-21,Newfoundland and Labrador,519664
3757,Jan-21,Prince Edward Island,161514
3758,Jan-21,Nova Scotia,982012
3759,Jan-21,New Brunswick,784156
3760,Jan-21,Quebec,8579370
3761,Jan-21,Ontario,14759431
3762,Jan-21,Manitoba,1381459
3763,Jan-21,Saskatchewan,1178971
3764,Jan-21,Alberta,4431454
3765,Jan-21,British Columbia,5163919
3766,Jan-21,Yukon,42344
3767,Jan-21,Northwest Territories,45323
3768,Jan-21,Nunavut,39255
3769,Apr-21,Canada,38153211
3770,Apr-21,Newfoundland and Labrador,519693
3771,Apr-21,Prince Edward Island,162596
3772,Apr-21,Nova Scotia,985776
3773,Apr-21,New Brunswick,785819
3774,Apr-21,Quebec,8587179
3775,Apr-21,Ontario,14795883
3776,Apr-21,Manitoba,1383638
3777,Apr-21,Saskatchewan,1180314
3778,Apr-21,Alberta,4438772
3779,Apr-21,British Columbia,5185990
3780,Apr-21,Yukon,42586
3781,Apr-21,Northwest Territories,45629
3782,Apr-21,Nunavut,39336
3783,Jul-21,Canada,38246108
3784,Jul-21,Newfoundland and Labrador,520553
3785,Jul-21,Prince Edward Island,164318
3786,Jul-21,Nova Scotia,992055
3787,Jul-21,New Brunswick,789225
3788,Jul-21,Quebec,8604495
3789,Jul-21,Ontario,14826276
3790,Jul-21,Manitoba,1383765
3791,Jul-21,Saskatchewan,1179844
3792,Jul-21,Alberta,4442879
3793,Jul-21,British Columbia,5214805
3794,Jul-21,Yukon,42986
3795,Jul-21,Northwest Territories,45504
3796,Jul-21,Nunavut,39403
3797,Oct-21,Canada,38436447
3798,Oct-21,Newfoundland and Labrador,521758
3799,Oct-21,Prince Edward Island,165936
3800,Oct-21,Nova Scotia,998832
3801,Oct-21,New Brunswick,794300
3802,Oct-21,Quebec,8631147
3803,Oct-21,Ontario,14915270
3804,Oct-21,Manitoba,1386333
3805,Oct-21,Saskatchewan,1180867
3806,Oct-21,Alberta,4464170
3807,Oct-21,British Columbia,5249635
3808,Oct-21,Yukon,43095
3809,Oct-21,Northwest Territories,45515
3810,Oct-21,Nunavut,39589
3811,Jan-22,Canada,38526760
3812,Jan-22,Newfoundland and Labrador,522453
3813,Jan-22,Prince Edward Island,166331
3814,Jan-22,Nova Scotia,1002586
3815,Jan-22,New Brunswick,797102
3816,Jan-22,Quebec,8639642
3817,Jan-22,Ontario,14951825
3818,Jan-22,Manitoba,1390249
3819,Jan-22,Saskatchewan,1183269
3820,Jan-22,Alberta,4480486
3821,Jan-22,British Columbia,5264485
3822,Jan-22,Yukon,42982
3823,Jan-22,Northwest Territories,45640
3824,Jan-22,Nunavut,39710
3825,Apr-22,Canada,38654738
3826,Apr-22,Newfoundland and Labrador,522875
3827,Apr-22,Prince Edward Island,167680
3828,Apr-22,Nova Scotia,1007049
3829,Apr-22,New Brunswick,800243
3830,Apr-22,Quebec,8653184
3831,Apr-22,Ontario,15007816
3832,Apr-22,Manitoba,1393179
3833,Apr-22,Saskatchewan,1186308
3834,Apr-22,Alberta,4500917
3835,Apr-22,British Columbia,5286528
3836,Apr-22,Yukon,43249
3837,Apr-22,Northwest Territories,45607
3838,Apr-22,Nunavut,40103
