,year,total_dwelling,single_detached,multiple,semi_detached,row,apartment,total_dwelling_market,homeownership_freehold,rental,homeownership_condo,other,completed,res_building_permit,res_building_permit_amount,completed_but_unabsorbed_homes,new_single_and_semi_detached,new_rows_and_apartment,rental_vacancy_rate,rental_avilability_rate,vacancy_rate_seniors,vacancy_rate_condo,HPI_change,CPI_change,owned_accommodation_costs_change,rental_accommodation_costs_change,bachelor,one_bedroom,two_bedroom,three_bedroom,population,labour_participation_rate,employment_change,unemployment_rate,disposable_income_change,migration,region
17,2007,2579,795,1784,213,158,1413,2579,859,28,1692,0,2141,2947,561.958,195,94,101,0.5,1.2,6.2,2.0,0.480664191,1.120921305,-0.457374222,1.266129032,589,716,907,1056,341.571,66.4,3.731343284,3.3,,3930,victoria
18,2008,1905,673,1232,154,150,928,1905,734,52,1119,0,2149,2141,446.892,418,135,283,0.5,1.5,6.2,2.0,-0.086975429,1.83736998,1.506477855,2.046667198,626,764,965,1180,344.085,68.4,4.09518539,3.3,,4581,victoria
19,2009,1034,647,387,186,62,139,1034,698,88,248,0,2463,1599,297.285,396,35,361,1.4,2.6,6.2,1.7,-7.812840044,0.104376351,-2.582368655,1.80271578,647,790,1001,1232,348.07,67.0,-3.827751196,6.4,,5900,victoria
20,2010,2118,827,1291,234,162,895,2118,902,218,998,0,1784,1973,393.546,436,100,336,1.5,2.6,10.2,1.6,-2.801384954,1.035227527,-2.940280317,2.085090073,665,806,1024,1223,351.21,66.0,0.05527916,5.9,,4791,victoria
21,2011,1642,609,1033,84,198,751,1642,642,283,717,0,1642,1660,331.944,523,113,410,2.1,3.3,11.5,1.2,-1.5625,2.196668141,-0.274682154,1.201471803,676,819,1045,1244,352.072,64.8,-1.657458564,6.1,,702,victoria
22,2012,1700,552,1148,86,114,948,1700,622,360,718,0,1591,2076,347.195,480,132,348,2.7,3.7,12.8,2.2,-2.779833868,0.966532025,-2.234988589,0.801365289,695,828,1059,1271,355.497,65.1,2.078651685,5.6,,3531,victoria
23,2013,1685,514,1171,60,76,1035,1685,533,347,805,0,1465,1539,283.386,550,84,466,2.8,4.0,11.3,2.1,-1.2773877,-0.307186741,-2.334379779,0.691939639,706,833,1068,1281,358.275,63.6,-1.100715465,5.2,,2907,victoria
24,2014,1315,551,764,70,113,581,1315,556,341,418,0,1813,1781,342.882,452,95,357,1.5,2.6,10.5,1.8,-1.053984576,0.902902186,-0.51100305,0.628700928,723,849,1095,1317,362.179,61.6,-2.671118531,5.4,,4070,victoria
25,2015,2008,687,1321,75,120,1126,2008,730,726,552,0,1765,2672,501.766,239,57,182,0.6,1.0,7.9,0.6,-1.186455356,1.093672324,-1.292353575,0.937159462,742,867,1128,1384,366.505,62.3,1.829616924,5.8,,4615,victoria
26,2016,2933,910,2023,126,165,1732,2933,974,1099,860,0,1787,2697,632.129,57,22,35,0.5,1.0,4.1,0.7,2.760736196,1.756234633,0.931598825,1.129984166,785,912,1188,1485,370.899,63.3,3.481190343,5.2,,5079,victoria
0,1990,62649,32425,30224,2338,8462,19424,53341,28104,12158,11435,1644,80562,61578,6302.915,5776,1671,4105,1.4,5.7,13.3,-1.329856584,4.815266837,1.483050847,6.632901529,3.985028622,417,508,612,757,10295.832,69.54166667,-0.093767882,6.2,-0.921358782,74516,ontario
1,1991,52794,26290,26504,1730,9472,15302,46123,24813,14519,4240,2551,59622,60093,6205.224,5776,1671,4105,2.2,5.7,13.3,-10.70295983,4.636392506,1.483050847,2.109974425,3.419436799,443,538,647,799,10431.316,68.53333333,-3.409134665,9.5,-0.921358782,74516,ontario
2,1992,55772,27868,27904,2611,9246,16047,48693,27917,13798,2798,4180,63134,54272,5580.679,5776,1671,4105,2.6,5.7,13.3,-3.211009174,1.021750126,1.483050847,-0.42937651,2.917391749,456,557,672,825,10572.205,67.35,-1.678440388,10.8,1.951685527,74516,ontario
3,1993,45140,26240,18900,2537,7448,8915,38847,26332,7974,3287,1254,51130,45480,4817.283,4756,1967,2789,2.7,5.7,13.3,-1.71227641,1.782495494,1.483050847,-0.835504447,2.586035409,470,573,690,850,10690.038,66.68333333,0.105077862,10.9,0.276091308,55780,ontario
4,1994,46645,30036,16609,3421,7226,5962,41560,32516,4148,3866,1030,49106,49404,5689.823,4258,1957,2301,2.4,5.7,13.3,-0.279981335,0.049193231,1.483050847,-1.386120674,2.094240838,479,586,700,862,10819.146,65.91666667,1.531142628,9.6,0.801323315,71311,ontario
5,1995,35818,20124,15694,2306,6175,7213,31893,22685,2884,5713,611,36278,38610,4190.796,4196,1977,2219,2.3,5.7,13.3,-0.015598191,2.468285967,1.483050847,1.460725769,1.737891738,490,601,714,876,10950.119,65.475,1.722633415,8.7,1.149275627,73939,ontario
6,1996,43062,27019,16043,3348,8124,4571,39512,31634,1289,6145,444,40729,46437,5172.755,3184,1774,1410,3.0,5.7,13.3,-1.014040562,1.516314779,1.483050847,-0.83303151,1.437505834,496,609,725,891,11082.903,65.54166667,1.291010962,9.0,0.05531046,78225,ontario
7,1997,54072,35401,18671,4299,9964,4408,49972,40925,790,8254,3,51297,61070,7067.276,3013,1718,1295,2.8,5.7,13.3,2.080378251,1.881262999,1.483050847,-0.776113952,1.490751817,507,616,726,896,11227.651,65.73333333,2.416188365,8.4,3.625057758,91092,ontario
8,1998,53830,32737,21093,4575,10073,6445,50088,39649,1181,9258,0,48403,59675,7080.599,3034,1634,1400,2.6,5.7,13.3,2.501157943,0.927902014,1.483050847,0.395693384,1.260313718,531,645,761,947,11365.901,65.93333333,3.084519909,7.2,4.683412271,87411,ontario
9,1999,67235,39421,27814,6445,10425,10944,62925,48246,1323,13316,40,59835,72356,8858.769,3239,1819,1420,2.1,5.7,13.3,1.656876036,1.939873127,1.798960601,1.42071494,1.280444126,561,672,785,973,11504.759,66.55,3.327766428,6.3,3.623159226,90589,ontario
10,2000,71521,41087,30434,7167,10846,12421,67423,51966,2045,13308,104,65385,70569,9304.303,3227,1627,1600,1.6,5.7,13.3,3.081938065,2.94011544,4.175757047,2.765476728,1.502961719,609,717,829,1035,11683.29,67.0,3.185693879,5.7,4.720663272,130854,ontario
11,2001,73282,39632,33650,7106,10269,16275,70262,50474,2717,16815,256,68981,76378,10037.62,3061,1694,1367,1.7,5.7,13.3,3.076038522,3.057648502,1.507853403,3.385805998,1.994599774,623,747,863,1084,11897.37,67.25,1.830649842,6.3,2.262191171,170006,ontario
12,2002,83597,51114,32483,6886,11849,13748,79615,62305,3886,13244,180,81212,90563,12532.478,2835,1714,1121,2.7,5.7,13.3,3.723330079,2.014792145,1.741283268,2.084042191,2.476515798,645,766,883,1111,12093.299,67.74166667,1.905260506,7.1,1.87552364,152502,ontario
13,2003,85180,47610,37570,6379,12191,19000,80933,58938,4770,16837,388,76151,88477,13114.259,2389,1387,1002,3.5,5.7,13.3,4.450121,2.65,3.658190372,3.041413216,1.666666667,651,767,886,1084,12243.758,68.51666667,2.96286271,6.9,1.838405951,109145,ontario
14,2004,85114,48929,36185,5172,12824,18189,79894,57607,3624,18658,5,81301,89118,13971.373,3182,1607,1575,4.1,5.7,13.3,5.650662891,1.883422634,-0.500802066,3.105288695,1.12295082,646,774,898,1107,12390.068,68.375,1.631142605,6.8,2.425441635,102135,ontario
15,2005,78795,41682,37113,4673,12537,19903,73177,49400,3843,19836,98,76929,84757,13498.032,2862,1523,1339,3.8,5.7,13.3,4.56871345,2.199203187,2.512681373,3.2,0.794358434,652,780,903,1119,12527.99,67.95833333,1.057393838,6.6,1.171224298,94941,ontario
16,2006,73417,38309,35108,4393,11046,19669,67781,44816,4133,18822,10,74481,72418,12801.745,3086,1516,1570,3.4,5.2,13.3,3.739951066,1.762045844,1.058688147,2.8499772,0.780056293,665,787,919,1153,12661.566,67.53333333,1.117373884,6.3,5.120560739,90635,ontario
17,2007,68123,37910,30213,4284,11255,14674,62775,45626,2994,14155,0,64139,73271,14002.583,3045,1601,1444,3.3,5.1,13.3,2.616801438,1.83113699,5.970545813,3.243922264,0.981487392,668,797,924,1134,12764.195,67.75,1.443405486,6.4,3.604270268,77223,ontario
18,2008,75076,31108,43968,3415,11212,29341,71923,38613,3867,29443,0,67737,70031,12822.903,3153,1764,1389,2.7,4.3,13.3,3.513188136,2.27221428,-0.587413589,3.643000286,0.853417621,691,820,948,1168,12882.625,67.71666667,0.989870852,6.6,2.861229759,90217,ontario
19,2009,50370,22634,27736,3007,7121,17608,47939,28460,4811,14637,31,54900,57653,10800.733,2428,1139,1289,3.5,5.5,13.3,0.063438359,0.375193114,5.098180508,1.747116912,1.065580193,688,824,955,1167,12997.687,66.98333333,-2.685850654,9.1,4.083254656,87858,ontario
20,2010,60433,28089,32344,3006,10255,19083,57104,35650,3743,17693,18,61867,68703,13640.573,2339,922,1417,2.9,4.7,16.4,2.430262046,2.433304016,1.618100788,1.717116873,1.310179084,708,844,980,1205,13135.063,66.85,1.63409446,8.7,3.184335447,109970,ontario
21,2011,67821,26884,40937,3142,9288,28507,65240,35466,4785,24959,30,60660,65374,14040.292,2543,908,1635,2.2,3.8,15.7,3.589849391,3.083858042,1.423655624,1.621405218,1.025405571,741,866,1002,1234,13263.544,66.625,1.843628113,7.9,0.083459808,101126,ontario
22,2012,76742,25567,51175,3397,10577,37201,74414,34888,4891,34633,2,58331,69884,15333.935,3145,1286,1859,2.5,4.1,14.4,4.112726548,1.409037274,0.472325705,1.595535128,1.317982124,759,893,1033,1280,13413.702,66.15833333,0.663826464,7.9,0.981293626,97625,ontario
23,2013,61085,23270,37815,3116,9427,25272,58614,31299,3888,23427,0,59630,70133,15153.405,3219,1125,2094,2.6,4.2,13.4,2.056432329,1.054072553,3.11196451,0.523492535,1.689593301,785,912,1059,1325,13556.229,66.25833333,1.803537948,7.6,2.51089852,92632,ontario
24,2014,59134,23691,35443,2742,9975,22726,56162,31064,5053,20045,0,57077,68800,16794.316,3084,1272,1812,2.3,3.8,13.9,1.705716963,2.309672176,0.587555384,2.224508165,1.338038524,803,937,1086,1330,13685.171,65.84166667,0.797861297,7.3,0.572353829,80785,ontario
25,2015,70156,24953,45203,2090,10439,32674,68292,33729,6644,27911,8,74347,73438,18697.312,4762,1353,3409,2.4,4.1,12.1,2.469590859,1.218139689,5.678444891,2.647798742,1.1027278,840,972,1121,1371,13797.038,65.23333333,0.65802626,6.8,3.510248161,65585,ontario
26,2016,74952,30079,44873,2375,11676,30822,71863,39148,7367,25340,8,65926,80503,21287.406,3807,1303,2504,2.1,3.7,11.3,4.892086331,1.785597488,2.204905159,2.842963054,1.033295063,856,995,1154,1406,13982.984,64.99166667,1.103784645,6.5,3.510248161,141403,ontario
0,1990,5921,4759,1162,206,319,637,5921,4956,235,654,76,5977,5973,530.542,758,570,188,1.8,6.9,5.4,1.5,15.88039867,5.312176613,9.389213775,4.918032787,335,413,514,577,839.377,70.5,3.464566929,5.0,,12334,edmonton
1,1991,4285,3016,1269,208,681,380,4285,3367,225,634,59,4333,4572,384.929,758,570,188,2.3,6.9,5.4,1.5,2.274464832,5.568293482,6.425106425,4.893663194,355,433,533,611,854.261,70.5,3.464566929,5.0,,12334,edmonton
2,1992,6764,4683,2081,354,855,872,6764,5204,413,1009,138,5819,6976,582.329,758,570,188,4.0,6.9,5.4,1.5,0.934404784,1.820250284,1.004651163,3.434364332,365,442,544,614,866.439,70.5,3.464566929,5.0,,12334,edmonton
3,1993,6720,4202,2518,494,887,1137,6720,4658,100,1842,120,6751,7222,551.768,1267,873,394,6.5,6.9,5.4,1.5,3.554897241,0.802437786,0.727574139,1.770177018,371,441,543,611,874.276,70.5,3.464566929,5.0,,12334,edmonton
4,1994,5006,3225,1781,277,434,1070,5006,3418,78,1430,80,6007,4995,386.835,1593,860,733,8.9,6.9,5.4,1.5,0.893974611,1.582023378,0.027429825,0.963050314,365,432,524,593,876.786,70.5,3.464566929,5.0,,12334,edmonton
5,1995,3082,2159,923,92,212,619,3082,2195,51,813,23,3103,2959,241.926,1472,642,830,10.2,6.9,5.4,1.5,-1.364522417,2.063287372,1.627056673,0.613198365,353,423,519,586,878.77,70.5,3.464566929,5.0,,12334,edmonton
6,1996,3634,2944,690,272,177,241,3634,3012,103,515,4,3619,3900,338.741,1046,473,573,7.6,6.9,5.4,1.5,-0.77254761,2.177082321,0.017988847,0.831962852,355,421,518,591,887.515,70.5,3.464566929,5.0,,12334,edmonton
7,1997,4962,3685,1277,348,215,714,4962,3807,125,1022,8,4143,5665,467.668,658,449,209,4.6,6.9,5.4,1.5,1.75629187,1.788262152,-1.348920863,1.410342512,359,429,525,595,900.471,70.5,3.464566929,5.0,,12334,edmonton
8,1998,5947,4080,1867,278,241,1348,5947,4235,448,1246,18,5359,6100,514.923,741,545,196,1.9,6.9,5.4,1.5,3.451957295,0.897112419,0.619872379,1.324503311,389,450,551,624,918.912,70.5,3.464566929,5.0,,12334,edmonton
9,1999,6655,4075,2580,434,280,1866,6655,4196,708,1745,6,5639,6876,549.589,742,552,190,2.2,6.9,5.4,1.5,1.977984176,2.315457998,1.585432144,2.035480859,402,468,576,656,934.43,70.5,3.464566929,5.0,,12334,edmonton
10,2000,6228,4072,2156,370,237,1549,6228,4199,548,1481,0,6367,7106,616.078,877,647,230,1.4,6.9,5.4,1.5,2.057682577,3.304064452,3.281904932,2.351756955,421,489,601,670,949.819,70.5,3.464566929,5.0,,12334,edmonton
11,2001,7855,4959,2896,586,110,2200,7855,5143,1138,1570,4,7493,8426,747.235,674,449,225,0.9,6.9,5.4,1.5,1.553462238,2.164388363,2.478197047,2.977201609,458,537,654,734,962.323,70.5,3.464566929,5.0,,12334,edmonton
12,2002,12581,6860,5721,1082,513,4126,12581,7189,2188,3204,0,8614,12694,1187.672,481,386,95,1.7,6.9,5.4,1.5,7.241659886,2.916202076,1.103808561,4.184754298,490,575,709,776,984.538,71.2,3.464566929,5.2,,12334,edmonton
13,2003,12380,6391,5989,1032,677,4280,12380,6921,1278,4181,0,11587,12137,1149.567,1026,846,180,3.4,6.9,5.4,1.5,5.766312595,5.292107676,2.900241687,3.033333333,503,588,722,797,1000.866,72.1,3.691019787,5.0,,6053,edmonton
14,2004,11488,6614,4874,1162,478,3234,11488,7238,933,3317,0,11980,12873,1315.479,1348,809,539,5.3,6.9,5.4,1.5,4.261119082,1.028969448,2.462136551,0.986735684,504,597,730,804,1017.054,72.7,3.302752294,4.8,,5870,edmonton
15,2005,13294,7623,5671,1154,755,3762,13294,8297,741,4256,0,11290,14676,1845.37,1145,676,469,4.5,5.7,5.4,1.5,6.536397413,2.123158884,2.980001581,0.921031555,513,608,732,814,1041.966,70.3,-0.26642984,4.5,,14376,edmonton
16,2006,14970,9064,5906,1554,642,3710,14970,10157,273,4540,0,12175,14550,2353.094,709,598,111,1.2,1.7,5.4,1.5,28.85559287,3.114691216,9.717531471,1.245932862,561,666,808,902,1074.111,69.7,3.365983972,3.9,,21979,edmonton
17,2007,14888,7682,7206,1644,1351,4211,14888,8966,393,5529,0,11839,15016,2646.34,1074,982,92,1.5,2.4,5.4,1.5,32.03688853,4.843389629,15.99972016,5.823796833,658,784,958,1060,1104.557,72.0,6.461061337,3.8,,21550,edmonton
18,2008,6615,2613,4002,846,575,2581,6615,3264,95,3256,0,11217,7299,1600.968,1495,1202,293,2.4,3.3,5.4,4.3,1.017309444,3.370706784,7.303540197,9.540034072,707,847,1034,1170,1131.156,73.0,4.223984464,3.7,,17199,edmonton
19,2009,6317,3897,2420,1072,602,746,6317,4945,297,1075,0,9232,7789,1986.836,1440,555,885,4.5,5.6,5.4,3.1,-11.16789418,0.157891124,0.28102518,4.030022314,704,841,1015,1180,1161.95,73.1,-0.077639752,6.5,,21242,edmonton
20,2010,9959,6062,3897,1320,829,1748,9959,7337,323,2299,0,9443,10166,2629.646,1409,677,732,4.2,5.3,11.0,5.2,-0.78680203,1.048663468,-0.123304562,0.012999675,708,843,1015,1171,1183.047,71.6,-0.621600622,7.0,,10824,edmonton
21,2011,9332,5017,4315,1400,710,2205,9332,6380,817,2135,0,8941,10410,2523.787,1491,796,695,3.3,4.3,10.4,3.7,0.92095165,2.516448484,2.429854097,0.487424449,713,857,1034,1191,1206.04,73.3,6.239249414,5.4,,17167,edmonton
22,2012,12837,5658,7179,2172,1080,3927,12837,7833,1956,3048,0,10166,12783,2969.654,1451,846,605,1.7,2.3,11.4,2.5,0.929446557,1.171099643,1.418944831,1.37110335,742,882,1071,1216,1238.949,73.5,3.97409479,4.7,,23924,edmonton
23,2013,14689,5970,8719,2084,1471,5164,14689,8386,2126,4177,0,12659,14211,3370.416,1325,868,457,1.4,2.5,7.3,1.1,0.435328589,1.20986201,0.723854797,2.047977542,784,934,1141,1292,1282.237,73.4,3.07191393,4.8,,33653,edmonton
24,2014,13872,6832,7040,2706,1174,3160,13872,9770,1579,2523,0,13140,16684,3916.924,996,773,223,1.7,2.5,7.1,2.3,0.108360423,2.177565262,2.005792127,2.657080338,843,1001,1227,1370,1327.531,73.0,2.293640983,5.1,,35293,edmonton
25,2015,17050,5683,11367,2448,1994,6925,17050,8611,2870,5569,0,16530,17109,3627.665,1622,1195,427,4.2,6.1,6.3,5.3,0.407993339,1.220514766,2.302839117,2.557856273,871,1029,1259,1388,1359.158,73.4,2.175080559,6.0,,21392,edmonton
26,2016,10036,4335,5701,1992,1286,2423,10036,6715,1093,2228,0,15123,11657,2871.251,1967,976,991,7.1,8.9,4.2,6.8,-0.215606601,1.168311883,1.295097132,0.219714964,850,1000,1229,1377,1392.594,73.3,0.013140604,7.4,,23200,edmonton
0,1990,2647,1128,1519,192,99,1228,2647,1322,981,12,332,2902,2897,166.559,120,48,72,3.5,3.9,4.3,3.8,0.284303457,5.075125209,5.010504202,3.226128646,414,478,569,687,321.93,69.7,0.527148129,7.1,,3198,halifax
1,1991,2938,798,2140,132,34,1974,2938,996,1572,0,370,2645,2965,144.512,120,48,72,4.8,3.9,4.3,3.8,-0.238734706,5.846838259,4.481344403,2.922109337,431,501,594,731,326.577,69.7,0.527148129,7.1,,3198,halifax
2,1992,2420,1266,1154,266,45,843,2420,1531,657,0,232,2776,2588,159.449,120,48,72,5.7,3.9,4.3,3.8,1.13670356,0.870609427,-0.593585448,2.011845445,432,497,595,722,329.622,69.7,0.527148129,7.1,,3198,halifax
3,1993,2127,1267,860,306,65,489,2127,1605,490,0,32,2126,2419,160.372,134,76,58,6.3,3.9,4.3,3.8,2.987281869,0.962301587,-0.587498796,1.290203668,432,503,604,754,332.321,69.7,0.527148129,7.1,,3198,halifax
4,1994,2460,1412,1048,338,83,627,2460,1802,524,0,134,2520,2484,179.672,213,146,67,7.2,3.9,4.3,3.8,2.785755313,1.100520782,-0.377833753,1.146392503,443,504,610,745,335.488,69.7,0.527148129,7.1,,3198,halifax
5,1995,2080,1173,907,262,72,573,2080,1507,546,24,3,2253,2180,164.991,254,179,75,7.7,3.9,4.3,3.8,2.961721151,1.263485276,2.275600506,0.602680579,444,506,615,800,337.899,69.7,0.527148129,7.1,,3198,halifax
6,1996,2022,1578,444,232,40,172,2022,1834,188,0,0,2229,2437,184.425,194,142,52,8.7,3.9,4.3,3.8,0.719131615,1.670025914,0.199676714,0.706366237,439,505,617,761,351.74,69.7,0.527148129,7.1,,3198,halifax
7,1997,2065,1385,680,200,58,422,2065,1639,398,0,28,1849,2098,160.121,255,192,63,7.7,3.9,4.3,3.8,-2.317122457,1.925800057,-0.521920668,0.710290331,444,506,616,751,355.526,69.7,0.527148129,7.1,,3198,halifax
8,1998,1739,1125,614,111,66,437,1739,1283,367,89,0,1816,1930,149.358,162,126,36,5.5,3.9,4.3,3.8,0.758516067,0.750208391,1.154249738,0.423168474,454,511,631,790,359.081,69.7,0.527148129,7.1,,3198,halifax
9,1999,2356,1669,687,122,20,545,2356,1817,539,0,0,2257,2740,225.345,89,82,7,3.6,3.9,4.3,3.8,3.243909116,1.709873138,2.036967182,0.500395049,469,523,637,790,362.942,69.7,0.527148129,7.1,,3198,halifax
10,2000,2661,1373,1288,108,17,1163,2661,1495,794,371,1,2300,2880,256.901,103,95,8,3.6,3.9,4.3,3.8,3.248044545,3.154374548,4.639556377,1.08315863,491,539,648,797,365.947,69.7,0.527148129,7.1,,3198,halifax
11,2001,2340,1296,1044,96,12,936,2340,1404,680,256,0,2263,2149,226.642,104,59,45,2.8,3.9,4.3,3.8,2.799178223,1.988959958,4.142377672,1.797442102,508,554,673,869,369.265,69.7,0.527148129,7.1,,3198,halifax
12,2002,3310,1865,1445,184,126,1135,3310,2147,785,378,0,2588,3160,363.335,150,58,92,2.7,3.9,4.3,3.8,3.622283288,3.10137457,1.772538377,1.859083192,524,572,704,937,374.41,69.2,0.527148129,7.7,,3198,halifax
13,2003,3066,1483,1583,227,184,1172,3066,1814,713,530,9,3127,3125,370.202,137,69,68,2.3,3.9,4.3,3.8,4.098360656,3.208065995,2.85,1.54179515,537,596,720,955,378.005,69.4,2.831672784,6.6,,1691,halifax
14,2004,2627,1510,1117,142,166,809,2627,1804,422,401,0,2888,3151,392.842,104,33,71,2.9,3.9,4.3,3.8,2.084298286,1.743904408,2.106627775,1.017728168,560,612,747,1014,380.623,70.3,3.161652218,6.0,,724,halifax
15,2005,2451,1216,1235,146,169,920,2451,1530,462,459,0,2241,2664,351.49,37,35,2,3.3,4.1,4.3,3.8,2.813067151,2.436121251,1.65846691,0.853103672,552,626,762,946,381.795,69.4,-0.148294612,5.7,,-494,halifax
16,2006,2511,1056,1455,154,154,1147,2511,1338,892,281,0,2091,3316,424.121,186,62,124,3.2,3.8,4.3,3.8,4.335834069,2.052831358,3.020841464,0.604205269,575,648,799,1029,384.585,69.0,1.435643564,5.0,,623,halifax
17,2007,2489,1207,1282,166,147,969,2489,1456,699,334,0,2149,2841,394.309,204,51,153,3.1,3.6,4.3,3.8,5.77350111,2.041900714,4.326413093,0.67264574,577,659,815,1065,386.498,70.0,2.14738897,5.3,,2275,halifax
18,2008,2096,1180,916,108,169,639,2096,1436,503,157,0,2593,1923,334.281,177,34,143,3.4,3.9,4.3,3.8,7.947615715,2.804433534,5.221875227,1.169265033,599,683,833,1064,390.005,69.5,0.430004778,5.2,,3527,halifax
19,2009,1733,875,858,118,141,599,1733,1118,520,95,0,2071,2199,341.087,97,36,61,2.9,3.2,4.3,3.8,1.120577885,0.10130246,1.73246825,1.391618838,638,710,877,1091,393.692,71.0,2.093244529,6.5,,3824,halifax
20,2010,2390,1039,1351,156,152,1043,2390,1345,947,98,0,2044,2803,445.32,139,57,82,2.6,3.3,4.3,3.8,0.906676436,2.009541709,0.495284619,1.333746898,632,732,891,1146,398.259,70.7,0.885368127,6.5,,4655,halifax
21,2011,2954,900,2054,170,160,1724,2954,1210,1575,169,0,1910,3054,464.299,65,55,10,2.4,3.1,4.3,3.8,1.706298784,3.493480726,1.323251418,1.277930823,670,753,925,1182,402.433,70.4,1.247113164,6.1,,4755,halifax
22,2012,2754,991,1763,190,136,1437,2754,1290,1283,181,0,2156,3001,480.639,102,83,19,3.0,3.9,3.2,3.8,2.168481171,1.739130435,1.332622601,1.322251606,690,773,954,1191,406.78,70.3,1.140510949,6.2,,2832,halifax
23,2013,2439,678,1761,120,167,1474,2439,953,1414,72,0,3357,2048,340.06,156,116,40,3.2,4.2,1.6,3.8,2.550441087,1.130627902,1.814834298,1.558538404,703,785,976,1237,410.291,69.9,0.270635995,6.5,,2127,halifax
24,2014,1757,511,1246,70,112,1064,1757,654,888,166,49,1850,2161,362.393,181,105,76,3.8,4.5,6.4,3.8,0.323652159,1.776801757,0.92999225,1.1674866,716,800,1005,1267,414.073,69.2,0.449842555,6.1,,2490,halifax
25,2015,2599,425,2174,72,97,2005,2599,532,1541,383,143,1674,2723,426.226,174,92,82,3.4,4.5,10.4,3.8,0.755581968,0.555773506,1.286153059,0.936275221,731,833,1048,1295,417.724,68.6,0.358262427,6.3,,2428,halifax
26,2016,2305,567,1738,148,128,1462,2305,751,1258,296,0,2028,2389,381.611,150,77,73,2.6,3.7,3.5,3.8,0.37917088,1.25495806,1.092930697,1.092974761,758,845,1063,1288,425.871,68.0,0.892458724,6.1,,6980,halifax
0,1990,1403,591,812,158,222,432,1403,862,424,91,26,1594,852,83.613,110,53,57,0.9,4.3,9.4,,,,,,315,443,534,668,148.736,64.1,0.0,6.4,,1541,kingston
1,1991,792,337,455,76,31,348,792,438,348,6,0,990,852,83.613,110,53,57,1.5,4.3,9.4,,,,,,325,466,570,762,148.736,64.1,0.0,6.4,,1541,kingston
2,1992,761,326,435,126,147,162,761,575,186,0,0,853,852,83.613,110,53,57,1.9,4.3,9.4,,,,,,336,486,592,764,148.736,64.1,0.0,6.4,,1541,kingston
3,1993,575,302,273,186,45,42,575,533,0,42,0,779,852,83.613,93,58,35,2.5,4.3,9.4,,,,,,359,506,619,788,148.736,64.1,0.0,6.4,,1541,kingston
4,1994,498,272,226,178,39,9,498,468,7,0,23,708,852,83.613,140,59,81,2.9,4.3,9.4,,,,,,377,511,624,787,148.736,64.1,0.0,6.4,,1541,kingston
5,1995,323,202,121,92,29,0,323,323,0,0,0,342,852,83.613,96,40,56,3.2,4.3,9.4,,,,,,390,512,631,868,148.736,64.1,0.0,6.4,,1541,kingston
6,1996,533,207,326,132,86,108,533,425,108,0,0,414,852,83.613,94,43,51,4.2,4.3,9.4,,,,,,397,520,654,827,148.736,64.1,0.0,6.4,,1541,kingston
7,1997,559,386,173,117,40,16,559,543,16,0,0,635,852,83.613,78,50,28,5.3,4.3,9.4,,,,,,416,533,643,808,148.855,64.1,0.0,6.4,,1541,kingston
8,1998,486,388,98,71,27,0,486,486,0,0,0,508,852,83.613,51,45,6,5.4,4.3,9.4,,,,,,416,534,653,848,148.817,64.1,0.0,6.4,,1541,kingston
9,1999,656,437,219,68,33,118,656,537,118,0,1,550,852,83.613,49,45,4,3.4,4.3,9.4,,,,,,423,542,658,911,149.694,64.1,0.0,6.4,,1541,kingston
10,2000,659,500,159,31,39,89,659,570,8,81,0,653,852,83.613,54,42,12,1.8,4.3,9.4,,,,,,435,559,679,888,151.303,64.1,0.0,6.4,,1541,kingston
11,2001,707,537,170,16,26,128,707,582,125,0,0,651,852,83.613,30,16,14,1.5,4.3,9.4,,,,,,446,594,709,873,152.774,64.1,0.0,6.4,,1541,kingston
12,2002,810,775,35,32,3,0,810,810,0,0,0,843,894,103.307,18,18,0,0.9,4.3,9.4,,,,,,471,598,727,851,154.925,63.3,0.0,6.8,,1541,kingston
13,2003,1131,718,413,90,55,268,1131,863,268,0,0,837,1134,110.649,25,25,0,1.9,4.3,9.4,,,,,,504,627,768,934,156.551,63.1,1.538461538,6.3,,1039,kingston
14,2004,872,701,171,22,32,117,872,749,117,6,0,777,1021,113.274,50,49,1,2.4,4.3,9.4,,,,,,505,646,785,946,157.513,63.1,1.101928375,6.4,,339,kingston
15,2005,683,598,85,34,31,20,683,663,20,0,0,1086,912,102.915,43,41,2,2.4,3.9,9.4,,,,,,513,660,807,995,157.866,64.1,2.588555858,6.2,,-370,kingston
