,year,total_dwelling,single_detached,multiple,semi_detached,row,apartment,total_dwelling_market,homeownership_freehold,rental,homeownership_condo,other,completed,res_building_permit,res_building_permit_amount,completed_but_unabsorbed_homes,new_single_and_semi_detached,new_rows_and_apartment,rental_vacancy_rate,rental_avilability_rate,vacancy_rate_seniors,vacancy_rate_condo,HPI_change,CPI_change,owned_accommodation_costs_change,rental_accommodation_costs_change,bachelor,one_bedroom,two_bedroom,three_bedroom,population,labour_participation_rate,employment_change,unemployment_rate,disposable_income_change,migration,region
5,1995,582,332,250,94,15,141,582,446,135,0,1,660,629,43.854,64,28,36,6.2,1.5,9.7,,,,,,297,355,422,509,148.424,64.4,3.648802737,7.9,,1435,sherbrooke
6,1996,797,309,488,182,67,239,797,558,191,48,0,775,795,51.736,39,22,17,6.6,1.5,9.7,,,,,,293,358,426,513,173.349,64.4,3.648802737,7.9,,1435,sherbrooke
7,1997,756,419,337,168,59,110,756,623,133,0,0,755,909,61.353,35,32,3,7.5,1.5,9.7,,,,,,287,353,426,515,174.709,64.4,3.648802737,7.9,,1435,sherbrooke
8,1998,590,329,261,112,0,149,590,443,147,0,0,665,783,54.517,40,29,11,7.3,1.5,9.7,,,,,,282,365,433,546,175.728,64.4,3.648802737,7.9,,1435,sherbrooke
9,1999,645,305,340,76,14,250,645,401,244,0,0,534,780,54.86,13,10,3,7.6,1.5,9.7,,,,,,293,360,434,528,176.326,64.4,3.648802737,7.9,,1435,sherbrooke
10,2000,515,283,232,42,0,190,515,342,173,0,0,614,581,52.974,10,10,0,4.7,1.5,9.7,,,,,,294,362,437,529,177.83,64.4,3.648802737,7.9,,1435,sherbrooke
11,2001,589,283,306,38,0,268,589,334,248,7,0,511,688,56.303,13,13,0,2.3,1.5,9.7,,,,,,297,366,446,538,184.084,64.4,3.648802737,7.9,,1435,sherbrooke
12,2002,857,416,441,52,0,389,857,472,338,47,0,913,1022,93.723,19,4,15,1.8,1.5,9.7,,,,,,309,369,456,553,185.846,66.0,3.648802737,7.9,,1435,sherbrooke
13,2003,1070,511,559,58,4,497,1070,563,473,34,0,927,1246,119.18,10,0,10,0.7,1.5,9.7,,,,,,319,385,471,572,187.81,67.0,3.190319032,7.8,,1670,sherbrooke
14,2004,1355,521,834,30,3,801,1355,571,655,129,0,1266,1398,136.331,5,1,4,0.9,1.5,9.7,,,,,,328,392,495,591,189.681,65.6,-0.639658849,7.7,,1564,sherbrooke
15,2005,1076,557,519,50,25,444,1076,663,345,68,0,1169,1066,120.679,38,0,38,1.2,1.4,9.7,,,,,,337,407,505,607,191.614,64.8,0.429184549,7.5,,1482,sherbrooke
16,2006,1305,473,832,38,25,769,1305,576,673,20,36,1027,1669,185.609,20,0,20,1.2,1.4,9.7,,,,,,355,416,515,618,193.283,64.2,-0.854700855,8.6,,1132,sherbrooke
17,2007,1318,666,652,60,42,550,1318,806,363,125,24,1706,1333,178.458,6,4,2,2.4,2.6,9.7,,,,,,366,424,529,644,195.028,63.9,3.232758621,6.6,,1322,sherbrooke
18,2008,1627,802,825,48,30,747,1627,928,486,166,47,1170,1729,214.001,19,9,10,2.8,2.9,9.7,,,,,,368,437,543,658,196.724,63.2,0.730688935,6.2,,1236,sherbrooke
19,2009,1580,668,912,96,75,741,1580,906,492,103,79,1769,1762,218.478,78,35,43,3.9,4.3,9.7,,,,,,379,442,553,669,199.113,64.2,2.694300518,6.6,,1820,sherbrooke
20,2010,1656,570,1086,228,87,771,1656,967,467,132,90,1696,1709,215.688,105,72,33,4.6,4.8,7.8,,,,,,383,452,566,680,201.657,61.2,-3.935418769,7.4,,1880,sherbrooke
21,2011,1575,557,1018,208,161,649,1575,980,504,91,0,1514,1762,230.846,114,67,47,4.7,4.9,7.0,,,,,,397,462,577,702,204.709,65.1,9.033613445,6.7,,1852,sherbrooke
22,2012,1741,610,1131,254,208,669,1741,1106,480,57,98,1434,1748,236.679,132,85,47,5.0,5.2,9.8,,,,,,390,466,578,710,207.278,62.8,-3.468208092,8.0,,1896,sherbrooke
23,2013,1496,442,1054,230,99,725,1496,809,611,76,0,1622,1677,235.262,169,116,53,5.3,5.5,9.0,,,,,,391,471,591,713,209.631,59.5,-2.994011976,7.1,,1646,sherbrooke
24,2014,1128,369,759,152,104,503,1128,651,376,101,0,1125,1361,188.992,152,87,65,5.4,5.5,7.9,,,,,,404,485,604,727,211.805,61.9,4.732510288,7.2,,1546,sherbrooke
25,2015,1367,305,1062,172,101,789,1367,592,582,169,24,1524,1476,220.709,133,80,53,5.8,5.9,7.7,,,,,,413,486,608,735,213.298,63.0,3.438113949,6.8,,1003,sherbrooke
26,2016,1197,278,919,210,80,629,1197,580,552,34,31,955,1175,170.978,132,87,45,6.4,6.6,10.2,,,,,,436,502,622,764,215.594,62.6,1.234567901,6.2,,1687,sherbrooke
0,1990,410,267,143,2,58,83,410,269,0,141,0,403,455,31.478,35,28,7,7.4,8.5,4.1,1.8,0.696055684,4.395229983,3.975597356,1.224752901,268,360,437,503,212.809,67.4,3.680981595,6.2,,-192,saskatoon
1,1991,305,224,81,8,23,50,305,232,0,73,0,318,334,25.864,35,28,7,6.1,8.5,4.1,1.8,-0.837871806,5.243690165,3.99960884,1.560178306,272,364,443,515,214.205,67.4,3.680981595,6.2,,-192,saskatoon
2,1992,464,312,152,64,29,59,464,354,18,92,0,427,488,39.774,35,28,7,4.4,8.5,4.1,1.8,0.422475708,0.77527393,-0.573577809,1.828822238,275,364,444,514,216.555,67.4,3.680981595,6.2,,-192,saskatoon
3,1993,593,309,284,52,20,212,593,313,85,195,0,625,646,46.879,58,38,20,2.7,8.5,4.1,1.8,3.386621792,2.85157452,-0.747115566,1.611247947,278,366,449,502,218.397,67.4,3.680981595,6.2,,-192,saskatoon
4,1994,682,370,312,32,8,272,682,380,42,260,0,541,581,44.598,49,47,2,1.8,8.5,4.1,1.8,1.464903357,1.615637778,-0.867079562,1.444298556,277,371,452,506,220.425,67.4,3.680981595,6.2,,-192,saskatoon
5,1995,697,479,218,62,30,126,697,469,27,201,0,615,718,55.883,61,27,34,1.0,8.5,4.1,1.8,0.962502507,2.011973697,2.201076509,1.792114695,284,379,460,519,223.629,67.4,3.680981595,6.2,,-192,saskatoon
6,1996,1208,635,573,104,147,322,1208,678,10,520,0,922,1328,91.514,46,22,24,0.7,8.5,4.1,1.8,1.827209533,1.779873004,1.100347973,2.552816901,301,392,479,541,229.246,67.4,3.680981595,6.2,,-192,saskatoon
7,1997,1187,709,478,114,231,133,1187,732,10,445,0,1126,1149,88.114,33,17,16,0.9,8.5,4.1,1.8,1.969962941,1.124870026,-0.502325581,3.09966619,312,409,500,561,230.357,67.4,3.680981595,6.2,,-192,saskatoon
8,1998,1137,692,445,90,161,194,1137,697,26,414,0,1315,1129,90.326,172,64,108,0.8,8.5,4.1,1.8,2.199693956,1.458216489,0.822737472,2.608695652,324,426,516,569,231.979,67.4,3.680981595,6.2,,-192,saskatoon
9,1999,1273,724,549,106,59,384,1273,727,65,462,19,981,1071,88.222,117,65,52,0.9,8.5,4.1,1.8,1.497286169,1.814999079,2.049332344,1.866209881,339,435,529,596,232.802,67.4,3.680981595,6.2,,-192,saskatoon
10,2000,968,602,366,92,130,144,968,628,24,314,2,1251,989,80.537,165,83,82,1.7,8.5,4.1,1.8,1.973077632,2.588001086,3.480236256,1.823170192,346,442,541,597,232.597,67.4,3.680981595,6.2,,-192,saskatoon
11,2001,900,542,358,58,140,160,900,545,34,321,0,932,911,79.107,144,58,86,2.9,8.5,4.1,1.8,2.87522604,2.919643645,3.047067088,1.790525858,356,460,558,600,231.077,67.4,3.680981595,6.2,,-192,saskatoon
12,2002,1489,691,798,100,382,316,1489,716,150,623,0,1010,1369,111.676,67,25,42,3.7,8.5,4.1,1.8,1.441378098,2.845389098,2.25820196,2.467765349,362,461,567,635,232.829,68.9,3.680981595,6.1,,-192,saskatoon
13,2003,1455,676,779,52,416,311,1455,710,151,594,0,1675,1677,138.306,78,33,45,4.5,8.5,4.1,1.8,2.893779241,2.166666667,2.141666667,1.108333333,371,469,576,635,234.445,69.7,2.70498732,6.0,,-331,saskatoon
14,2004,1578,753,825,100,338,387,1578,817,14,747,0,1322,1529,145.444,78,19,59,6.3,8.5,4.1,1.8,5.473223308,2.088091354,2.121236844,0.725294651,372,472,580,628,236.78,69.6,1.069958848,6.1,,405,saskatoon
15,2005,1062,751,311,102,8,201,1062,781,12,269,0,1329,1139,131.901,133,22,111,4.6,6.7,4.1,1.8,5.588376178,2.293064877,3.643045458,0.646428279,374,477,584,629,238.297,70.7,4.397394137,5.0,,-481,saskatoon
16,2006,1496,959,537,64,141,332,1496,980,24,492,0,1039,1502,164.733,24,15,9,3.2,4.2,4.1,1.8,9.042794496,2.171366086,3.33770138,1.772357724,395,496,608,639,240.548,70.7,1.950078003,4.4,,1011,saskatoon
17,2007,2380,1485,895,120,368,407,2380,1539,130,711,0,1475,2624,324.969,26,26,0,0.6,1.8,4.1,1.8,38.80183054,3.424814617,14.70983142,2.516376418,435,564,693,732,244.193,73.5,6.503442999,4.0,,2990,saskatoon
18,2008,2319,1288,1031,90,242,699,2319,1375,0,944,0,2369,2181,317.842,310,271,39,1.9,3.2,4.1,1.8,20.57148566,3.865769828,15.17752634,8.727499416,518,675,841,860,249.745,73.2,2.083333333,3.9,,4690,saskatoon
19,2009,1428,1101,327,44,169,114,1428,1167,2,259,0,1872,1856,232.297,313,124,189,1.9,3.4,4.1,1.0,-7.640039775,0.946484486,0.558943089,8.019780692,568,739,905,918,256.355,74.3,3.518648839,4.7,,5562,saskatoon
20,2010,2381,1638,743,68,265,410,2381,1740,221,420,0,2000,3079,436.904,284,154,130,2.6,3.8,3.7,0.9,2.835097793,1.198449066,-0.466004155,4.876592357,599,765,934,959,262.929,71.9,-1.495581237,5.5,,5375,saskatoon
21,2011,2994,1608,1386,102,433,851,2994,1798,388,808,0,2520,3181,636.25,258,172,86,2.6,4.0,4.6,0.4,1.378467981,2.473005921,2.075812274,2.290124628,632,787,966,1075,270.226,69.7,-0.27605245,5.6,,4919,saskatoon
22,2012,3753,2025,1728,176,307,1245,3753,2213,272,1268,0,3122,3760,766.641,374,210,164,2.6,3.8,7.1,0.9,2.271944923,1.468388851,1.541777188,2.362545612,655,815,1002,1057,280.906,70.8,5.674740484,5.5,,8728,saskatoon
23,2013,2980,1658,1322,230,386,706,2980,1882,225,873,0,3253,3713,720.056,523,301,222,2.7,4.1,7.4,0.7,1.50622686,1.058555541,-0.484353741,1.879040541,666,845,1041,1114,290.675,72.4,7.531106745,4.3,,7626,saskatoon
24,2014,3531,1577,1954,206,447,1301,3531,1793,345,1393,0,2910,3529,690.599,632,372,260,3.4,5.0,8.6,1.2,2.362596369,2.326968974,2.127310511,1.57158107,693,884,1091,1172,298.744,71.9,2.984165652,4.1,,5848,saskatoon
25,2015,2293,1000,1293,92,356,845,2293,1217,288,788,0,2663,2772,527.003,688,341,347,6.5,8.6,9.6,1.5,-0.396825397,1.865889213,2.564926372,2.101944298,686,895,1087,1135,305.508,71.4,0.354819633,5.8,,4489,saskatoon
26,2016,1909,1092,817,74,219,524,1909,1184,377,348,0,2954,1843,405.19,788,285,503,10.3,13.0,8.2,3.1,-2.374176762,1.195700566,1.634123421,0.274489621,703,909,1100,1223,315.15,70.1,-0.824985268,6.9,,7323,saskatoon
0,1990,21101,10316,10785,800,446,9539,21101,11499,6400,2719,483,23756,20736,1591.364,3933,1787,2146,5.4,1.9,8.0,3.8,2.725806452,4.290901089,5.380026513,3.389660028,355,419,463,541,3269.617,65.7,3.417706754,8.3,,27804,montreal
1,1991,17882,8689,9193,1557,1651,5985,17882,10806,3409,3615,52,17329,18251,1466.301,3933,1787,2146,7.2,1.9,8.0,3.8,0.643743131,7.363645954,6.541566202,3.327171904,359,431,476,561,3290.792,65.7,3.417706754,8.3,,27804,montreal
2,1992,14520,6516,8004,1342,2137,4525,14520,8762,2429,3054,275,16436,15248,1243.709,3933,1787,2146,7.7,1.9,8.0,3.8,0.093603744,1.925911369,2.105677457,2.26908954,347,428,488,583,3309.652,65.7,3.417706754,8.3,,27804,montreal
3,1993,13729,5913,7816,1766,2267,3783,13729,8559,1660,3461,49,13876,14403,1188.164,3573,1710,1863,7.7,1.9,8.0,3.8,0.763715711,1.436421479,1.435867785,1.565089302,351,428,484,576,3334.539,65.7,3.417706754,8.3,,27804,montreal
4,1994,13157,6138,7019,1663,1598,3758,13157,8489,946,3560,162,14645,13520,1140.033,3290,1519,1771,6.8,1.9,8.0,3.8,0.556844548,-1.473103973,-0.389511685,1.096809282,349,425,484,583,3357.451,65.7,3.417706754,8.3,,27804,montreal
5,1995,7468,3819,3649,781,759,2109,7468,5194,765,1508,1,8274,7739,665.18,2714,1208,1506,6.2,1.9,8.0,3.8,0.799876942,1.794154529,2.489270386,1.120774679,350,433,494,599,3377.019,65.7,3.417706754,8.3,,27804,montreal
6,1996,7556,3781,3775,894,743,2138,7556,5282,749,1525,0,7123,8363,712.169,1875,891,984,5.7,1.9,8.0,3.8,-0.167862048,1.648820241,0.614182021,0.913282497,356,435,491,583,3407.287,65.7,3.417706754,8.3,,27804,montreal
7,1997,10508,5203,5305,1136,1028,3141,10508,6978,1066,2464,0,10097,11357,1000.296,1516,749,767,5.9,1.9,8.0,3.8,-0.045857536,1.379696094,-0.619681835,0.667779633,359,431,491,592,3423.596,65.7,3.417706754,8.3,,27804,montreal
8,1998,10293,5657,4636,862,826,2948,10293,6712,816,2765,0,9862,11715,1072.979,1394,718,676,4.7,1.9,8.0,3.8,0.458785747,1.563218391,0.800372266,0.689534782,365,438,499,596,3440.057,65.7,3.417706754,8.3,,27804,montreal
9,1999,12366,6522,5844,732,829,4283,12366,7439,1708,3219,0,11276,12900,1269.433,1391,808,583,3.0,1.9,8.0,3.8,2.070330339,1.584427343,1.56956883,0.710818308,372,452,506,613,3466.707,65.7,3.417706754,8.3,,27804,montreal
10,2000,12766,6800,5966,593,754,4619,12766,7551,1676,3539,0,11497,13077,1364.572,1307,723,584,1.5,1.9,8.0,3.8,3.713646532,2.370766488,3.136078538,0.688586676,380,458,509,630,3500.249,65.7,3.417706754,8.3,,27804,montreal
11,2001,13300,7151,6149,631,681,4837,13300,7868,1669,3763,0,13626,14804,1609.088,1420,728,692,0.6,1.9,8.0,3.8,5.004314064,2.411631551,3.666490393,1.119849547,404,476,529,650,3532.719,65.7,3.417706754,8.3,,27804,montreal
12,2002,20554,10416,10138,836,811,8491,20554,11600,3158,5687,109,16085,21295,2400.481,1074,537,537,0.7,1.9,8.0,3.8,5.806628321,2.014792145,2.006461486,1.454053597,423,505,552,687,3570.528,67.4,3.417706754,8.6,,27804,montreal
13,2003,24321,10360,13961,989,541,12431,24321,11702,4347,7893,379,20280,26490,3097.345,1437,582,855,1.0,1.9,8.0,3.8,7.364742428,2.4,4.034005668,1.383218065,441,528,575,710,3600.252,68.4,1.641100835,9.5,,27804,montreal
14,2004,28673,10578,18095,1208,757,16130,28673,12177,5954,10053,489,24920,30780,3871.911,2478,744,1734,1.5,1.9,8.0,3.8,6.401446655,1.920572917,2.836083961,1.257499795,459,539,594,727,3628.543,67.6,0.671364368,8.6,,19714,montreal
15,2005,25317,8544,16773,970,793,15010,25317,9872,4904,8758,1783,25699,27365,3604.086,2593,515,2078,2.0,2.5,8.0,3.8,5.019261274,2.251676781,3.311000312,1.387987013,466,562,616,742,3654.948,67.4,0.804673721,8.6,,18185,montreal
16,2006,22813,7793,15020,758,665,13597,22813,9224,4850,8050,689,24143,24392,3454.296,4339,795,3544,2.7,3.3,8.0,3.8,4.250728234,1.733562393,2.93341377,1.441037547,481,574,636,775,3684.084,67.3,1.344997266,8.4,,15676,montreal
17,2007,23233,8013,15220,922,1034,13264,23233,9949,5367,7361,556,24361,24695,3577.38,2893,689,2204,2.9,3.6,8.0,3.8,4.284383732,1.573533927,4.271062271,1.412674611,490,581,647,806,3714.846,67.4,2.832326284,7.0,,16589,montreal
18,2008,21927,6602,15325,1010,1231,13084,21927,8953,4344,8280,350,23808,24452,3635.371,2656,803,1853,2.4,3.1,8.0,3.2,4.902252655,2.100808585,4.173399845,1.089494163,500,594,659,799,3750.744,66.8,0.04721683,7.4,,20888,montreal
19,2009,19251,5446,13805,1032,973,11800,19251,7652,3232,7657,710,19486,19278,3060.394,2598,682,1916,2.5,3.3,8.0,2.7,2.346041056,0.777144549,1.652390908,0.977675135,514,604,669,812,3797.117,66.7,-0.707918196,9.3,,24403,montreal
20,2010,22001,5789,16212,1292,1160,13760,22001,8600,2472,10457,472,19922,22905,3809.336,1927,612,1315,2.7,3.2,8.6,4.2,3.105647472,1.182432432,-0.066348195,1.288404361,526,627,700,860,3842.786,67.3,3.02086084,8.7,,34358,montreal
21,2011,22719,4653,18066,1178,1055,15833,22719,7223,2281,12681,534,19866,26003,4223.588,2637,688,1949,2.5,3.0,8.5,2.8,2.922456298,2.816288016,1.321205683,1.189221737,549,641,719,865,3885.709,66.1,-0.148664582,8.4,,34561,montreal
22,2012,20591,3959,16632,1030,1054,14548,20591,6365,2272,11881,73,19092,22722,3934.398,2459,515,1944,2.8,3.4,7.9,2.7,1.367476701,1.983762796,1.618504685,1.19756025,539,637,711,875,3935.063,66.1,1.329705309,8.4,,33750,montreal
23,2013,15632,3039,12593,713,576,11304,15632,4290,2337,8805,200,17394,19411,3402.721,2756,548,2208,2.8,3.2,8.4,2.7,0.970957209,0.809912779,0.79958731,1.278941566,555,651,730,878,3980.754,66.9,2.867710392,7.9,,30335,montreal
24,2014,18672,2677,15995,732,876,14387,18672,4176,3495,10516,485,18985,19565,3226.271,3631,596,3035,3.4,3.9,7.0,3.4,0.382946132,1.524411179,0.953172979,1.204731838,569,655,739,898,4019.264,66.1,-0.531941092,8.2,,27235,montreal
25,2015,18744,2402,16342,682,829,14831,18744,3693,6928,7860,263,14749,18391,3099.827,3318,565,2753,4.0,4.4,6.7,3.0,0.322143099,1.366249577,0.361193841,1.061312298,573,668,760,952,4049.632,66.4,1.059668235,8.4,,19763,montreal
26,2016,17834,2499,15335,824,1194,13317,17834,4155,6704,6764,211,19047,20621,3354.847,2791,431,2360,3.9,4.6,6.2,3.1,1.014027379,0.807366384,1.344866776,0.950826652,586,679,791,956,4093.767,66.2,1.474839532,7.7,,14194,montreal
0,1990,2695,1390,1305,48,120,1137,2695,1516,422,440,317,2680,1309,265.819,174,82,92,2.1,3.1,15.0,,,,,,401,517,625,773,155.337,69.8,4.987212276,5.8,,3662,barrie
1,1991,1266,867,399,28,202,169,1266,911,301,54,0,2077,1309,265.819,174,82,92,3.5,3.1,15.0,,,,,,416,551,654,793,155.337,69.8,4.987212276,5.8,,3662,barrie
2,1992,1106,687,419,0,231,188,1106,870,190,46,0,1399,1309,265.819,174,82,92,1.3,3.1,15.0,,,,,,440,557,653,757,155.337,69.8,4.987212276,5.8,,3662,barrie
3,1993,845,843,2,2,0,0,845,845,0,0,0,1050,1309,265.819,139,94,45,1.6,3.1,15.0,,,,,,469,570,670,813,155.337,69.8,4.987212276,5.8,,3662,barrie
4,1994,759,661,98,2,96,0,759,736,23,0,0,759,1309,265.819,80,52,28,1.5,3.1,15.0,,,,,,474,587,687,813,155.337,69.8,4.987212276,5.8,,3662,barrie
5,1995,839,611,228,96,132,0,839,839,0,0,0,600,1309,265.819,60,50,10,1.3,3.1,15.0,,,,,,483,605,712,844,155.337,69.8,4.987212276,5.8,,3662,barrie
6,1996,1320,1123,197,86,105,6,1320,1314,6,0,0,1104,1309,265.819,48,33,15,1.9,3.1,15.0,,,,,,497,609,713,837,155.337,69.8,4.987212276,5.8,,3662,barrie
7,1997,1857,1517,340,78,247,15,1857,1842,15,0,0,1746,1309,265.819,93,58,35,1.2,3.1,15.0,,,,,,530,619,737,865,155.337,69.8,4.987212276,5.8,,3662,barrie
8,1998,1930,1409,521,184,314,23,1930,1844,78,8,0,1822,1309,265.819,148,107,41,1.0,3.1,15.0,,,,,,538,661,774,925,155.337,69.8,4.987212276,5.8,,3662,barrie
9,1999,2722,2082,640,60,447,133,2722,2565,24,133,0,2676,1309,265.819,240,162,78,1.0,3.1,15.0,,,,,,550,664,788,894,155.337,69.8,4.987212276,5.8,,3662,barrie
10,2000,2043,1677,366,74,223,69,2043,1974,69,0,0,2230,1309,265.819,108,74,34,0.5,3.1,15.0,,,,,,564,695,830,977,155.337,69.8,4.987212276,5.8,,3662,barrie
11,2001,2445,1779,666,130,350,186,2445,2248,197,0,0,2451,1309,265.819,111,39,72,0.9,3.1,15.0,,,,,,594,743,881,1025,155.337,69.8,4.987212276,5.8,,3662,barrie
12,2002,2739,2239,500,120,300,80,2739,2659,80,0,0,2563,1309,265.819,125,59,66,1.4,3.1,15.0,,,,,,605,737,877,1105,161.654,70.1,4.987212276,5.7,,3662,barrie
13,2003,2368,1797,571,62,205,304,2368,2044,254,70,0,2468,1309,265.819,197,165,32,3.3,3.1,15.0,,,,,,-99,784,934,1074,167.951,72.1,7.429963459,5.9,,3520,barrie
14,2004,2435,1882,553,114,308,131,2435,2293,0,142,0,2314,1309,265.819,253,206,47,3.0,3.1,15.0,,,,,,-99,782,920,1086,173.873,71.6,4.535147392,4.9,,2987,barrie
15,2005,1484,1219,265,48,217,0,1484,1469,3,12,0,1845,1309,265.819,190,152,38,2.1,3.1,15.0,,,,,,-99,785,909,1055,179.572,75.3,9.436008677,4.8,,2629,barrie
16,2006,1169,972,197,26,109,62,1169,1084,62,23,0,1238,1309,265.819,194,154,40,2.8,4.6,15.0,,,,,,618,804,906,1064,184.411,75.9,2.378592666,6.2,,2395,barrie
17,2007,980,746,234,14,127,93,980,938,0,42,0,1068,1262,266.171,260,151,109,3.2,4.1,15.0,,,,,,654,816,934,1162,186.064,74.3,0.774443369,5.0,,1404,barrie
18,2008,1416,858,558,12,170,376,1416,1010,10,396,0,1004,1409,314.792,184,132,52,3.5,6.0,15.0,,,,,,694,860,954,1144,187.831,69.9,-5.667627281,6.0,,1133,barrie
19,2009,427,292,135,0,0,135,427,292,45,90,0,728,394,96.771,141,109,32,3.8,6.0,15.0,,,,,,679,821,961,1128,189.307,65.7,-8.044806517,9.3,,1033,barrie
20,2010,682,442,240,4,133,103,682,551,31,100,0,752,758,167.68,118,85,33,3.4,5.8,15.5,,,,,,687,851,968,1164,190.813,71.3,9.745293466,9.4,,893,barrie
21,2011,700,354,346,1,78,267,700,413,2,285,0,764,696,170.033,142,86,56,1.7,3.4,18.7,,,,,,681,884,1001,1126,192.777,72.2,2.421796165,9.7,,565,barrie
22,2012,782,474,308,6,179,123,782,576,10,196,0,483,694,166.72,129,83,46,2.0,4.3,10.5,,,,,,692,883,1037,1233,195.429,70.2,0.78817734,8.1,,1837,barrie
23,2013,891,602,289,6,165,118,891,728,49,114,0,974,902,208.622,128,69,59,3.0,4.6,8.3,,,,,,701,908,1048,1296,198.07,72.7,6.940371457,7.1,,1814,barrie
24,2014,1148,550,598,6,130,462,1148,630,154,364,0,858,1251,319.609,66,30,36,1.6,3.2,8.9,,,,,,731,986,1118,1305,200.488,72.2,2.010968921,6.0,,1610,barrie
25,2015,1016,695,321,10,131,180,1016,756,76,184,0,1007,840,226.676,47,34,13,1.3,2.8,10.8,,,,,,728,1006,1167,1299,202.546,69.7,-2.867383513,7.0,,1275,barrie
26,2016,1723,686,1037,10,223,804,1723,887,5,831,0,957,1178,319.987,30,30,0,2.2,4.8,10.9,,,,,,749,1012,1150,1387,205.003,66.4,-3.874538745,7.8,,1695,barrie
0,1990,2588,1238,1350,72,441,837,2588,1285,227,1050,26,2660,2605,212.511,298,96,202,0.3,1.9,6.2,2.0,7.003984064,5.269008448,6.055237942,5.914809093,393,488,615,736,290.272,61.1,3.311258278,6.3,,2048,victoria
1,1991,2129,1160,969,99,218,652,2129,1204,499,262,164,2512,2184,174.583,298,96,202,0.8,1.9,6.2,2.0,-1.452081317,5.723336853,1.13886569,5.772035841,416,522,664,733,295.566,61.1,3.311258278,6.3,,2048,victoria
2,1992,2421,1082,1339,168,261,910,2421,1275,410,697,39,2316,2547,200.337,298,96,202,1.5,1.9,6.2,2.0,4.956929122,2.087495006,-0.165152766,4.432624113,437,540,684,789,300.511,61.1,3.311258278,6.3,,2048,victoria
3,1993,2633,811,1822,242,461,1119,2633,1004,421,1208,0,2443,2949,241.316,337,106,231,1.8,1.9,6.2,2.0,2.930165587,2.984052441,1.669298443,2.85795133,451,558,703,812,304.903,61.1,3.311258278,6.3,,2048,victoria
4,1994,2303,710,1593,175,257,1161,2303,823,170,1310,0,2557,2503,206.985,545,122,423,1.9,1.9,6.2,2.0,-0.909281667,2.052061562,-1.323866578,2.521779,459,567,713,821,309.537,61.1,3.311258278,6.3,,2048,victoria
5,1995,1299,449,850,77,141,632,1299,487,78,734,0,1908,1296,124.069,680,82,598,3.3,1.9,6.2,2.0,-8.583327451,2.476261404,0.719532304,1.466905188,466,567,715,820,313.42,61.1,3.311258278,6.3,,2048,victoria
6,1996,1142,586,556,102,120,334,1142,604,140,398,0,1106,1263,136.574,334,53,281,4.1,1.9,6.2,2.0,-7.103698556,0.917514535,-3.720791784,1.357545839,466,569,717,827,316.293,61.1,3.311258278,6.3,,2048,victoria
7,1997,1311,637,674,138,170,366,1311,701,138,472,0,1245,1230,129.055,345,103,242,3.5,1.9,6.2,2.0,-3.00058183,0.954181294,-2.944813727,0.721864672,467,569,724,850,318.159,61.1,3.311258278,6.3,,2048,victoria
8,1998,964,520,444,81,110,253,964,644,34,286,0,1140,1138,125.963,418,141,277,3.8,1.9,6.2,2.0,-5.646958012,0.240748997,-3.655331688,0.233140489,464,569,722,822,318.676,61.1,3.311258278,6.3,,2048,victoria
9,1999,1340,531,809,67,131,611,1340,595,48,697,0,896,1419,146.174,274,87,187,3.6,1.9,6.2,2.0,-4.958677686,1.040740082,-1.892874855,0.447966919,468,574,728,846,320.013,61.1,3.311258278,6.3,,2048,victoria
10,2000,872,531,341,71,77,193,872,595,39,238,0,1118,1002,124.349,304,152,152,1.8,1.9,6.2,2.0,-4.290492117,1.663878863,-0.134804954,0.463121784,472,579,731,835,321.277,61.1,3.311258278,6.3,,2048,victoria
11,2001,1264,631,633,63,64,506,1264,687,458,118,1,1028,1183,140.529,201,119,82,0.5,1.9,6.2,2.0,0.44928115,1.169033599,0.835231587,0.802458597,482,592,751,853,325.765,61.1,3.311258278,6.3,,2048,victoria
12,2002,1344,879,465,73,167,225,1344,917,134,293,0,1299,1805,215.4,75,34,41,1.5,1.9,6.2,2.0,3.657688103,2.713344175,0.401606426,1.634485095,501,605,771,872,328.3,62.9,3.311258278,7.0,,2048,victoria
13,2003,2008,969,1039,91,206,742,2008,995,196,811,6,1449,2283,274.611,87,49,38,1.1,1.9,6.2,2.0,7.709272222,2.233333333,2.291666667,0.983251396,515,619,789,905,330.844,63.2,2.307692308,6.2,,1802,victoria
14,2004,2363,1038,1325,141,125,1059,2363,1027,84,1252,0,1867,2277,314.67,94,56,38,0.6,1.9,6.2,2.0,9.098192825,2.266058037,3.014256619,0.899414143,516,630,799,918,333.331,62.9,1.629072682,5.3,,1810,victoria
15,2005,2058,974,1084,94,111,879,2058,963,62,1033,0,1873,2305,352.108,73,51,22,0.5,1.5,6.2,2.0,7.906976744,2.223816356,3.455911427,0.556100752,540,657,837,976,336.856,64.4,4.685573366,4.4,,2771,victoria
16,2006,2739,928,1811,146,198,1467,2739,946,63,1730,0,2045,2624,444.598,147,108,39,0.5,1.5,6.2,2.0,3.833938294,1.559454191,1.949243235,0.845803513,561,681,874,1015,339.711,64.9,2.591283863,3.7,,2754,victoria
